Book,Line,Locus,Hero,Epithet,Speaker,Addressee,Greek
4,153,4.153,ΑΓΑΜΕΜΝΩΝ,δὲ,,,τοῖς δὲ βαρὺ στενάχων μετέφη κρείων Ἀγαμέμνων
4,153,4.153,ΑΓΑΜΕΜΝΩΝ,βαρὺ,,,τοῖς δὲ βαρὺ στενάχων μετέφη κρείων Ἀγαμέμνων
4,153,4.153,ΑΓΑΜΕΜΝΩΝ,στενάχων,,,τοῖς δὲ βαρὺ στενάχων μετέφη κρείων Ἀγαμέμνων
4,153,4.153,ΑΓΑΜΕΜΝΩΝ,μετέφη,,,τοῖς δὲ βαρὺ στενάχων μετέφη κρείων Ἀγαμέμνων
4,153,4.153,ΑΓΑΜΕΜΝΩΝ,κρείων,,,τοῖς δὲ βαρὺ στενάχων μετέφη κρείων Ἀγαμέμνων
4,153,4.153,ΑΓΑΜΕΜΝΩΝ,βαρὺ στενάχων μετέφη κρείων,,,τοῖς δὲ βαρὺ στενάχων μετέφη κρείων Ἀγαμέμνων
4,153,4.153,ΑΓΑΜΕΜΝΩΝ,βαρὺ στενάχων μετέφη κρείων Ἀγαμέμνων,,,τοῖς δὲ βαρὺ στενάχων μετέφη κρείων Ἀγαμέμνων
4,154,4.154,ΜΕΝΕΛΑΟΣ,χειρὸς,,,"χειρὸς ἔχων Μενέλαον, ἐπεστενάχοντο δ’ ἑταῖροι·"
4,154,4.154,ΜΕΝΕΛΑΟΣ,ἔχων,,,"χειρὸς ἔχων Μενέλαον, ἐπεστενάχοντο δ’ ἑταῖροι·"
4,154,4.154,ΜΕΝΕΛΑΟΣ,ἐπεστενάχοντο,,,"χειρὸς ἔχων Μενέλαον, ἐπεστενάχοντο δ’ ἑταῖροι·"
4,154,4.154,ΜΕΝΕΛΑΟΣ,δ’,,,"χειρὸς ἔχων Μενέλαον, ἐπεστενάχοντο δ’ ἑταῖροι·"
4,154,4.154,ΜΕΝΕΛΑΟΣ,ἑταῖροι,,,"χειρὸς ἔχων Μενέλαον, ἐπεστενάχοντο δ’ ἑταῖροι·"
4,165,4.165,ΠΡΙΑΜΟΣ,καὶ,Agamemnon,Menelaus,"καὶ Πρίαμος καὶ λαὸς ἐϋμμελίω Πριάμοιο,"
4,165,4.165,ΠΡΙΑΜΟΣ,καὶ,Agamemnon,Menelaus,"καὶ Πρίαμος καὶ λαὸς ἐϋμμελίω Πριάμοιο,"
4,165,4.165,ΠΡΙΑΜΟΣ,λαὸς,Agamemnon,Menelaus,"καὶ Πρίαμος καὶ λαὸς ἐϋμμελίω Πριάμοιο,"
4,165,4.165,ΠΡΙΑΜΟΣ,ἐϋμμελίω,Agamemnon,Menelaus,"καὶ Πρίαμος καὶ λαὸς ἐϋμμελίω Πριάμοιο,"
4,165,4.165,ΠΡΙΑΜΟΣ,Πρίαμος καὶ λαὸς ἐϋμμελίω,Agamemnon,Menelaus,"καὶ Πρίαμος καὶ λαὸς ἐϋμμελίω Πριάμοιο,"
4,165,4.165,ΠΡΙΑΜΟΣ,λαὸς ἐϋμμελίω,Agamemnon,Menelaus,"καὶ Πρίαμος καὶ λαὸς ἐϋμμελίω Πριάμοιο,"
4,165,4.165,ΠΡΙΑΜΟΣ,ἐϋμμελίω Πριάμοιο,Agamemnon,Menelaus,"καὶ Πρίαμος καὶ λαὸς ἐϋμμελίω Πριάμοιο,"
4,173,4.173,ΠΡΙΑΜΟΣ,κὰδ,Agamemnon,Menelaus,κὰδ δέ κεν εὐχωλὴν Πριάμῳ καὶ Τρωσὶ λίποιμεν
4,173,4.173,ΠΡΙΑΜΟΣ,δέ,Agamemnon,Menelaus,κὰδ δέ κεν εὐχωλὴν Πριάμῳ καὶ Τρωσὶ λίποιμεν
4,173,4.173,ΠΡΙΑΜΟΣ,κεν,Agamemnon,Menelaus,κὰδ δέ κεν εὐχωλὴν Πριάμῳ καὶ Τρωσὶ λίποιμεν
4,173,4.173,ΠΡΙΑΜΟΣ,εὐχωλὴν,Agamemnon,Menelaus,κὰδ δέ κεν εὐχωλὴν Πριάμῳ καὶ Τρωσὶ λίποιμεν
4,173,4.173,ΠΡΙΑΜΟΣ,καὶ,Agamemnon,Menelaus,κὰδ δέ κεν εὐχωλὴν Πριάμῳ καὶ Τρωσὶ λίποιμεν
4,173,4.173,ΠΡΙΑΜΟΣ,λίποιμεν,Agamemnon,Menelaus,κὰδ δέ κεν εὐχωλὴν Πριάμῳ καὶ Τρωσὶ λίποιμεν
4,174,4.174,ΕΛΕΝΟΣ,σέο,Agamemnon,Menelaus,Ἀργείην Ἑλένην· σέο δ’ ὀστέα πύσει ἄρουρα
4,174,4.174,ΕΛΕΝΟΣ,δ’,Agamemnon,Menelaus,Ἀργείην Ἑλένην· σέο δ’ ὀστέα πύσει ἄρουρα
4,174,4.174,ΕΛΕΝΟΣ,ὀστέα,Agamemnon,Menelaus,Ἀργείην Ἑλένην· σέο δ’ ὀστέα πύσει ἄρουρα
4,174,4.174,ΕΛΕΝΟΣ,πύσει,Agamemnon,Menelaus,Ἀργείην Ἑλένην· σέο δ’ ὀστέα πύσει ἄρουρα
4,174,4.174,ΕΛΕΝΟΣ,ἄρουρα,Agamemnon,Menelaus,Ἀργείην Ἑλένην· σέο δ’ ὀστέα πύσει ἄρουρα
4,177,4.177,ΜΕΝΕΛΑΟΣ,τύμβῳ,Agamemnon,Menelaus,τύμβῳ ἐπιθρῴσκων Μενελάου κυδαλίμοιο·
4,177,4.177,ΜΕΝΕΛΑΟΣ,ἐπιθρῴσκων,Agamemnon,Menelaus,τύμβῳ ἐπιθρῴσκων Μενελάου κυδαλίμοιο·
4,177,4.177,ΜΕΝΕΛΑΟΣ,κυδαλίμοιο,Agamemnon,Menelaus,τύμβῳ ἐπιθρῴσκων Μενελάου κυδαλίμοιο·
4,177,4.177,ΜΕΝΕΛΑΟΣ,τύμβῳ ἐπιθρῴσκων Μενελάου κυδαλίμοιο,Agamemnon,Menelaus,τύμβῳ ἐπιθρῴσκων Μενελάου κυδαλίμοιο·
4,177,4.177,ΜΕΝΕΛΑΟΣ,Μενελάου κυδαλίμοιο,Agamemnon,Menelaus,τύμβῳ ἐπιθρῴσκων Μενελάου κυδαλίμοιο·
4,178,4.178,ΑΓΑΜΕΜΝΩΝ,αἴθ’,someone,someone,"αἴθ’ οὕτως ἐπὶ πᾶσι χόλον τελέσεῑ Ἀγαμέμνων,"
4,178,4.178,ΑΓΑΜΕΜΝΩΝ,οὕτως,someone,someone,"αἴθ’ οὕτως ἐπὶ πᾶσι χόλον τελέσεῑ Ἀγαμέμνων,"
4,178,4.178,ΑΓΑΜΕΜΝΩΝ,ἐπὶ,someone,someone,"αἴθ’ οὕτως ἐπὶ πᾶσι χόλον τελέσεῑ Ἀγαμέμνων,"
4,178,4.178,ΑΓΑΜΕΜΝΩΝ,πᾶσι,someone,someone,"αἴθ’ οὕτως ἐπὶ πᾶσι χόλον τελέσεῑ Ἀγαμέμνων,"
4,178,4.178,ΑΓΑΜΕΜΝΩΝ,χόλον,someone,someone,"αἴθ’ οὕτως ἐπὶ πᾶσι χόλον τελέσεῑ Ἀγαμέμνων,"
4,178,4.178,ΑΓΑΜΕΜΝΩΝ,τελέσεῑ,someone,someone,"αἴθ’ οὕτως ἐπὶ πᾶσι χόλον τελέσεῑ Ἀγαμέμνων,"
4,178,4.178,ΑΓΑΜΕΜΝΩΝ,πᾶσι χόλον,someone,someone,"αἴθ’ οὕτως ἐπὶ πᾶσι χόλον τελέσεῑ Ἀγαμέμνων,"
4,178,4.178,ΑΓΑΜΕΜΝΩΝ,πᾶσι χόλον τελέσεῑ Ἀγαμέμνων,someone,someone,"αἴθ’ οὕτως ἐπὶ πᾶσι χόλον τελέσεῑ Ἀγαμέμνων,"
4,181,4.181,ΜΕΝΕΛΑΟΣ,σὺν,someone,someone,σὺν κεινῇσιν νηυσὶ λιπὼν ἀγαθὸν Μενέλαον.
4,181,4.181,ΜΕΝΕΛΑΟΣ,κεινῇσιν,someone,someone,σὺν κεινῇσιν νηυσὶ λιπὼν ἀγαθὸν Μενέλαον.
4,181,4.181,ΜΕΝΕΛΑΟΣ,νηυσὶ,someone,someone,σὺν κεινῇσιν νηυσὶ λιπὼν ἀγαθὸν Μενέλαον.
4,181,4.181,ΜΕΝΕΛΑΟΣ,λιπὼν,someone,someone,σὺν κεινῇσιν νηυσὶ λιπὼν ἀγαθὸν Μενέλαον.
4,181,4.181,ΜΕΝΕΛΑΟΣ,ἀγαθὸν,someone,someone,σὺν κεινῇσιν νηυσὶ λιπὼν ἀγαθὸν Μενέλαον.
4,181,4.181,ΜΕΝΕΛΑΟΣ,κεινῇσιν νηυσὶ,someone,someone,σὺν κεινῇσιν νηυσὶ λιπὼν ἀγαθὸν Μενέλαον.
4,181,4.181,ΜΕΝΕΛΑΟΣ,κεινῇσιν νηυσὶ λιπὼν ἀγαθὸν Μενέλαον,someone,someone,σὺν κεινῇσιν νηυσὶ λιπὼν ἀγαθὸν Μενέλαον.
4,181,4.181,ΜΕΝΕΛΑΟΣ,νηυσὶ λιπὼν ἀγαθὸν,someone,someone,σὺν κεινῇσιν νηυσὶ λιπὼν ἀγαθὸν Μενέλαον.
