Book,Line,Locus,Hero,Epithet,Speaker,Addressee,Greek
6,515,6.515,ΕΚΤΩΡ,δῖον,,,Ἕκτορα δῖον ἔτετμεν ἀδελφεὸν εὖτ’ ἄρ’ ἔμελλε
6,515,6.515,ΕΚΤΩΡ,εὖτ’,,,Ἕκτορα δῖον ἔτετμεν ἀδελφεὸν εὖτ’ ἄρ’ ἔμελλε
6,517,6.517,ΠΑΡΙΣ,πρότερος,,,τὸν πρότερος προσέειπεν Ἀλέξανδρος θεοειδής·
6,517,6.517,ΠΑΡΙΣ,θεοειδής,,,τὸν πρότερος προσέειπεν Ἀλέξανδρος θεοειδής·
6,520,6.520,ΕΚΤΩΡ,κορυθαίολος,,,τὸν δ’ ἀπαμειβόμενος προσέφη κορυθαίολος Ἕκτωρ·
7,1,7.1,ΕΚΤΩΡ,φαίδιμος,,,"ὣς εἰπὼν πυλέων ἐξέσσυτο φαίδιμος Ἕκτωρ,"
7,38,7.38,ΕΚΤΩΡ,κρατερὸν,Apollo,Athena,"Ἕκτορος ὄρσωμεν κρατερὸν μένος ἱπποδάμοιο,"
7,38,7.38,ΕΚΤΩΡ,ἱπποδάμοιο,Apollo,Athena,"Ἕκτορος ὄρσωμεν κρατερὸν μένος ἱπποδάμοιο,"
7,42,7.42,ΕΚΤΩΡ,δίῳ,Apollo,Athena,οἶον ἐπόρσειαν πολεμίζειν Ἕκτορι δίῳ.
7,75,7.75,ΕΚΤΩΡ,δίῳ,Hector,Greeks; Trojans,δεῦρ’ ἴτω ἐκ πάντων πρόμος ἔμμεναι Ἕκτορι δίῳ.
7,90,7.90,ΕΚΤΩΡ,φαίδιμος,someone,someone,ὅν ποτ’ ἀριστεύοντα κατέκτανε φαίδιμος Ἕκτωρ.
7,107,7.107,ΑΓΑΜΕΜΝΩΝ,Ἀτρεΐδης,,,αὐτός τ’ Ἀτρεΐδης εὐρὺ κρείων Ἀγαμέμνων
7,107,7.107,ΑΓΑΜΕΜΝΩΝ,κρείων,,,αὐτός τ’ Ἀτρεΐδης εὐρὺ κρείων Ἀγαμέμνων
7,158,7.158,ΕΚΤΩΡ,κορυθαίολος,Nestor,Greeks,τώ κε τάχ’ ἀντήσειε μάχης κορυθαίολος Ἕκτωρ.
7,162,7.162,ΑΓΑΜΕΜΝΩΝ,πρῶτος,,,"ὦρτο πολὺ πρῶτος μὲν ἄναξ ἀνδρῶν Ἀγαμέμνων,"
7,162,7.162,ΑΓΑΜΕΜΝΩΝ,ἄναξ ἀνδρῶν,,,"ὦρτο πολὺ πρῶτος μὲν ἄναξ ἀνδρῶν Ἀγαμέμνων,"
7,163,7.163,ΔΙΟΜΗΔΗΣ,Τυδεΐδης,,,"τῷ δ’ ἐπὶ Τυδεΐδης ὦρτο κρατερὸς Διομήδης,"
7,163,7.163,ΔΙΟΜΗΔΗΣ,κρατερὸς,,,"τῷ δ’ ἐπὶ Τυδεΐδης ὦρτο κρατερὸς Διομήδης,"
7,168,7.168,ΟΔΥΣΣΕΥΣ,Ἀνδραιμονίδης,,,ἂν δὲ Θόας Ἀνδραιμονίδης καὶ δῖος Ὀδυσσεύς·
7,168,7.168,ΟΔΥΣΣΕΥΣ,δῖος,,,ἂν δὲ Θόας Ἀνδραιμονίδης καὶ δῖος Ὀδυσσεύς·
7,169,7.169,ΕΚΤΩΡ,δίῳ,,,πάντες ἄρ’ οἵ γ’ ἔθελον πολεμίζειν Ἕκτορι δίῳ.
7,170,7.170,ΝΕΣΤΩΡ,Γερήνιος,,,τοῖς δ’ αὖτις μετέειπε Γερήνιος ἱππότα Νέστωρ·
7,170,7.170,ΝΕΣΤΩΡ,ἱππότα,,,τοῖς δ’ αὖτις μετέειπε Γερήνιος ἱππότα Νέστωρ·
7,176,7.176,ΑΓΑΜΕΜΝΩΝ,Ἀτρεΐδαο,,,ἐν δ’ ἔβαλον κυνέῃ Ἀγαμέμνονος Ἀτρεΐδαο.
7,181,7.181,ΝΕΣΤΩΡ,Γερήνιος,,,"ὣς ἄρ’ ἔφαν, πάλλεν δὲ Γερήνιος ἱππότα Νέστωρ,"
7,181,7.181,ΝΕΣΤΩΡ,ἱππότα,,,"ὣς ἄρ’ ἔφαν, πάλλεν δὲ Γερήνιος ἱππότα Νέστωρ,"
7,187,7.187,ΑΙΑΣ,φαίδιμος,,,"ὅς μιν ἐπιγράψας κυνέῃ βάλε φαίδιμος Αἴας,"
7,192,7.192,ΕΚΤΩΡ,δῖον,Aias (son of Telamon),Greeks,"θυμῷ, ἐπεὶ δοκέω νικησέμεν Ἕκτορα δῖον."
7,211,7.211,ΑΙΑΣ,τοῖος,,,τοῖος ἄρ’ Αἴας ὦρτο πελώριος ἕρκος Ἀχαιῶν
7,211,7.211,ΑΙΑΣ,πελώριος,,,τοῖος ἄρ’ Αἴας ὦρτο πελώριος ἕρκος Ἀχαιῶν
7,224,7.224,ΑΙΑΣ,Τελαμώνιος,,,τὸ πρόσθε στέρνοιο φέρων Τελαμώνιος Αἴας
7,228,7.228,ΑΧΙΛΛΕΥΣ,θυμολέοντα,Aias (son of Telamon),Hector,καὶ μετ’ Ἀχιλλῆα ῥηξήνορα θυμολέοντα.
7,233,7.233,ΕΚΤΩΡ,μέγας,,,τὸν δ’ αὖτε προσέειπε μέγας κορυθαίολος Ἕκτωρ·
7,233,7.233,ΕΚΤΩΡ,κορυθαίολος,,,τὸν δ’ αὖτε προσέειπε μέγας κορυθαίολος Ἕκτωρ·
7,234,7.234,ΑΙΑΣ,διογενὲς,Hector,Aias (son of Telamon),Αἶαν διογενὲς Τελαμώνιε κοίρανε λαῶν
7,249,7.249,ΑΙΑΣ,διογενὴς,,,"Αἴας διογενὴς προΐει δολιχόσκιον ἔγχος,"
7,250,7.250,ΕΚΤΩΡ,Πριαμίδαο,,,καὶ βάλε Πριαμίδαο κατ’ ἀσπίδα πάντοσ’ ἐΐσην.
7,258,7.258,ΕΚΤΩΡ,Πριαμίδης,,,"Πριαμίδης μὲν ἔπειτα μέσον σάκος οὔτασε δουρί,"
7,263,7.263,ΕΚΤΩΡ,κορυθαίολος,,,"ἀλλ’ οὐδ’ ὧς ἀπέληγε μάχης κορυθαίολος Ἕκτωρ,"
7,268,7.268,ΑΙΑΣ,δεύτερος,,,δεύτερος αὖτ’ Αἴας πολὺ μείζονα λᾶαν ἀείρας
7,268,7.268,ΑΙΑΣ,αὖτ’,,,δεύτερος αὖτ’ Αἴας πολὺ μείζονα λᾶαν ἀείρας
7,283,7.283,ΑΙΑΣ,Τελαμώνιος,,,τὸν δ’ ἀπαμειβόμενος προσέφη Τελαμώνιος Αἴας·
7,287,7.287,ΕΚΤΩΡ,μέγας,,,τὸν δ’ αὖτε προσέειπε μέγας κορυθαίολος Ἕκτωρ·
7,287,7.287,ΕΚΤΩΡ,κορυθαίολος,,,τὸν δ’ αὖτε προσέειπε μέγας κορυθαίολος Ἕκτωρ·
7,313,7.313,ΑΓΑΜΕΜΝΩΝ,Ἀτρεΐδαο,,,"οἳ δ’ ὅτε δὴ κλισίῃσιν ἐν Ἀτρεΐδαο γένοντο,"
7,314,7.314,ΑΓΑΜΕΜΝΩΝ,ἄναξ ἀνδρῶν,,,τοῖσι δὲ βοῦν ἱέρευσεν ἄναξ ἀνδρῶν Ἀγαμέμνων
7,322,7.322,ΑΓΑΜΕΜΝΩΝ,Ἀτρεΐδης,,,ἥρως Ἀτρεΐδης εὐρὺ κρείων Ἀγαμέμνων.
7,322,7.322,ΑΓΑΜΕΜΝΩΝ,κρείων,,,ἥρως Ἀτρεΐδης εὐρὺ κρείων Ἀγαμέμνων.
7,327,7.327,ΑΓΑΜΕΜΝΩΝ,Ἀτρεΐδη,Nestor,leaders of the Greeks (Greek soldiers),"Ἀτρεΐδη τε καὶ ἄλλοι ἀριστῆες Παναχαιῶν,"
7,327,7.327,ΑΓΑΜΕΜΝΩΝ,ἄλλοι,Nestor,leaders of the Greeks (Greek soldiers),"Ἀτρεΐδη τε καὶ ἄλλοι ἀριστῆες Παναχαιῶν,"
7,351,7.351,ΑΓΑΜΕΜΝΩΝ,Ἀτρεΐδῃσιν,Antenor,Trojans,δώομεν Ἀτρεΐδῃσιν ἄγειν· νῦν δ’ ὅρκια πιστὰ
7,355,7.355,ΕΛΕΝΟΣ,ἠϋκόμοιο,,,"δῖος Ἀλέξανδρος Ἑλένης πόσις ἠϋκόμοιο,"
7,355,7.355,ΠΑΡΙΣ,δῖος,,,"δῖος Ἀλέξανδρος Ἑλένης πόσις ἠϋκόμοιο,"
7,366,7.366,ΠΡΙΑΜΟΣ,Δαρδανίδης,,,"Δαρδανίδης Πρίαμος, θεόφιν μήστωρ ἀτάλαντος,"
7,373,7.373,ΜΕΝΕΛΑΟΣ,Ἀτρεΐδῃς,Priam,Trojans,εἰπέμεν Ἀτρεΐδῃς Ἀγαμέμνονι καὶ Μενελάῳ
7,385,7.385,ΑΓΑΜΕΜΝΩΝ,Ἀτρεΐδη,Idaeus,Greeks,Ἀτρεΐδη τε καὶ ἄλλοι ἀριστῆες Παναχαιῶν
7,385,7.385,ΑΓΑΜΕΜΝΩΝ,ἄλλοι,Idaeus,Greeks,Ἀτρεΐδη τε καὶ ἄλλοι ἀριστῆες Παναχαιῶν
7,392,7.392,ΜΕΝΕΛΑΟΣ,κυδαλίμοιο,Idaeus,Greeks,κουριδίην δ’ ἄλοχον Μενελάου κυδαλίμοιο
7,399,7.399,ΔΙΟΜΗΔΗΣ,ἀγαθὸς,,,ὀψὲ δὲ δὴ μετέειπε βοὴν ἀγαθὸς Διομήδης·
7,399,7.399,ΔΙΟΜΗΔΗΣ,βοὴν ἀγαθὸς,,,ὀψὲ δὲ δὴ μετέειπε βοὴν ἀγαθὸς Διομήδης·
7,427,7.427,ΠΡΙΑΜΟΣ,μέγας,,,οὐδ’ εἴα κλαίειν Πρίαμος μέγας· οἳ δὲ σιωπῇ
7,470,7.470,ΜΕΝΕΛΑΟΣ,Ἀτρεΐδῃς,,,χωρὶς δ’ Ἀτρεΐδῃς Ἀγαμέμνονι καὶ Μενελάῳ
8,78,8.78,ΑΓΑΜΕΜΝΩΝ,οὔτ’,,,"ἔνθ’ οὔτ’ Ἰδομενεὺς τλῆ μίμνειν οὔτ’ Ἀγαμέμνων,"
8,79,8.79,ΑΙΑΣ,θεράποντες,,,οὔτε δύ’ Αἴαντες μενέτην θεράποντες Ἄρηος·
8,80,8.80,ΝΕΣΤΩΡ,οἶος,,,Νέστωρ οἶος ἔμιμνε Γερήνιος οὖρος Ἀχαιῶν
8,80,8.80,ΝΕΣΤΩΡ,Γερήνιος,,,Νέστωρ οἶος ἔμιμνε Γερήνιος οὖρος Ἀχαιῶν
8,82,8.82,ΕΛΕΝΟΣ,ἠϋκόμοιο,,,δῖος Ἀλέξανδρος Ἑλένης πόσις ἠϋκόμοιο
8,82,8.82,ΠΑΡΙΣ,δῖος,,,δῖος Ἀλέξανδρος Ἑλένης πόσις ἠϋκόμοιο
8,91,8.91,ΔΙΟΜΗΔΗΣ,ἀγαθὸς,,,εἰ μὴ ἄρ’ ὀξὺ νόησε βοὴν ἀγαθὸς Διομήδης·
8,91,8.91,ΔΙΟΜΗΔΗΣ,βοὴν ἀγαθὸς,,,εἰ μὴ ἄρ’ ὀξὺ νόησε βοὴν ἀγαθὸς Διομήδης·
8,92,8.92,ΟΔΥΣΣΕΥΣ,σμερδαλέον,,,σμερδαλέον δ’ ἐβόησεν ἐποτρύνων Ὀδυσῆα·
8,93,8.93,ΟΔΥΣΣΕΥΣ,διογενὲς,Diomedes,Odysseus,διογενὲς Λαερτιάδη πολυμήχαν’ Ὀδυσσεῦ
8,93,8.93,ΟΔΥΣΣΕΥΣ,πολυμήχαν’,Diomedes,Odysseus,διογενὲς Λαερτιάδη πολυμήχαν’ Ὀδυσσεῦ
8,97,8.97,ΟΔΥΣΣΕΥΣ,πολύτλας,,,"ὣς ἔφατ’, οὐδ’ ἐσάκουσε πολύτλας δῖος Ὀδυσσεύς,"
8,97,8.97,ΟΔΥΣΣΕΥΣ,δῖος,,,"ὣς ἔφατ’, οὐδ’ ἐσάκουσε πολύτλας δῖος Ὀδυσσεύς,"
8,99,8.99,ΔΙΟΜΗΔΗΣ,Τυδεΐδης,,,"Τυδεΐδης δ’ αὐτός περ ἐὼν προμάχοισιν ἐμίχθη,"
8,99,8.99,ΔΙΟΜΗΔΗΣ,αὐτός,,,"Τυδεΐδης δ’ αὐτός περ ἐὼν προμάχοισιν ἐμίχθη,"
8,112,8.112,ΝΕΣΤΩΡ,Γερήνιος,,,"ὣς ἔφατ’, οὐδ’ ἀπίθησε Γερήνιος ἱππότα Νέστωρ."
8,112,8.112,ΝΕΣΤΩΡ,ἱππότα,,,"ὣς ἔφατ’, οὐδ’ ἀπίθησε Γερήνιος ἱππότα Νέστωρ."
8,139,8.139,ΔΙΟΜΗΔΗΣ,Τυδεΐδη,Nestor,Diomedes,Τυδεΐδη ἄγε δ’ αὖτε φόβον δ’ ἔχε μώνυχας ἵππους.
8,145,8.145,ΔΙΟΜΗΔΗΣ,ἀγαθὸς,,,τὸν δ’ ἠμείβετ’ ἔπειτα βοὴν ἀγαθὸς Διομήδης·
8,145,8.145,ΔΙΟΜΗΔΗΣ,βοὴν ἀγαθὸς,,,τὸν δ’ ἠμείβετ’ ἔπειτα βοὴν ἀγαθὸς Διομήδης·
8,149,8.149,ΔΙΟΜΗΔΗΣ,Τυδεΐδης,Hector,Trojans,Τυδεΐδης ὑπ’ ἐμεῖο φοβεύμενος ἵκετο νῆας.
8,151,8.151,ΝΕΣΤΩΡ,Γερήνιος,,,τὸν δ’ ἠμείβετ’ ἔπειτα Γερήνιος ἱππότα Νέστωρ·
8,151,8.151,ΝΕΣΤΩΡ,ἱππότα,,,τὸν δ’ ἠμείβετ’ ἔπειτα Γερήνιος ἱππότα Νέστωρ·
8,160,8.160,ΕΚΤΩΡ,μέγας,,,τῷ δ’ ἐπὶ μακρὸν ἄϋσε μέγας κορυθαίολος Ἕκτωρ·
8,160,8.160,ΕΚΤΩΡ,κορυθαίολος,,,τῷ δ’ ἐπὶ μακρὸν ἄϋσε μέγας κορυθαίολος Ἕκτωρ·
8,161,8.161,ΔΙΟΜΗΔΗΣ,Τυδεΐδη,Hector,Diomedes,Τυδεΐδη περὶ μέν σε τίον Δαναοὶ ταχύπωλοι
8,167,8.167,ΔΙΟΜΗΔΗΣ,Τυδεΐδης,,,"ὣς φάτο, Τυδεΐδης δὲ διάνδιχα μερμήριξεν"
8,216,8.216,ΕΚΤΩΡ,Πριαμίδης,,,"Ἕκτωρ Πριαμίδης, ὅτε οἱ Ζεὺς κῦδος ἔδωκε."
8,224,8.224,ΑΙΑΣ,Τελαμωνιάδαο,,,ἠμὲν ἐπ’ Αἴαντος κλισίας Τελαμωνιάδαο
8,267,8.267,ΑΙΑΣ,σάκεϊ,,,στῆ δ’ ἄρ’ ὑπ’ Αἴαντος σάκεϊ Τελαμωνιάδαο.
8,267,8.267,ΑΙΑΣ,Τελαμωνιάδαο,,,στῆ δ’ ἄρ’ ὑπ’ Αἴαντος σάκεϊ Τελαμωνιάδαο.
8,278,8.278,ΑΓΑΜΕΜΝΩΝ,ἄναξ ἀνδρῶν,,,τὸν δὲ ἰδὼν γήθησεν ἄναξ ἀνδρῶν Ἀγαμέμνων
8,324,8.324,ΕΚΤΩΡ,κορυθαίολος,,,θῆκε δ’ ἐπὶ νευρῇ· τὸν δ’ αὖ κορυθαίολος Ἕκτωρ
8,356,8.356,ΕΚΤΩΡ,Πριαμίδης,Hera,Athena,"Ἕκτωρ Πριαμίδης, καὶ δὴ κακὰ πολλὰ ἔοργε."
8,372,8.372,ΑΧΙΛΛΕΥΣ,πτολίπορθον,Athena,Hera,λισσομένη τιμῆσαι Ἀχιλλῆα πτολίπορθον.
8,377,8.377,ΕΚΤΩΡ,κορυθαίολος,Athena,Hera,ἢ νῶϊ Πριάμοιο πάϊς κορυθαίολος Ἕκτωρ
8,420,8.420,ΓΛΑΥΚΟΣ,ἰδῇς,Iris,Athena; Hera,ὄφρα ἰδῇς γλαυκῶπι ὅτ’ ἂν σῷ πατρὶ μάχηαι.
8,420,8.420,ΓΛΑΥΚΟΣ,γλαυκῶπι,Iris,Athena; Hera,ὄφρα ἰδῇς γλαυκῶπι ὅτ’ ἂν σῷ πατρὶ μάχηαι.
8,473,8.473,ΕΚΤΩΡ,πολέμου,Zeus,Hera,οὐ γὰρ πρὶν πολέμου ἀποπαύσεται ὄβριμος Ἕκτωρ
8,473,8.473,ΕΚΤΩΡ,ὄβριμος,Zeus,Hera,οὐ γὰρ πρὶν πολέμου ἀποπαύσεται ὄβριμος Ἕκτωρ
8,476,8.476,ΠΑΤΡΟΚΛΟΣ,θανόντος,Zeus,Hera,στείνει ἐν αἰνοτάτῳ περὶ Πατρόκλοιο θανόντος·
8,489,8.489,ΕΚΤΩΡ,φαίδιμος,,,Τρώων αὖτ’ ἀγορὴν ποιήσατο φαίδιμος Ἕκτωρ
8,532,8.532,ΔΙΟΜΗΔΗΣ,Τυδεΐδης,Hector,Trojans,εἴσομαι εἴ κέ μ’ ὁ Τυδεΐδης κρατερὸς Διομήδης
8,532,8.532,ΔΙΟΜΗΔΗΣ,κρατερὸς,Hector,Trojans,εἴσομαι εἴ κέ μ’ ὁ Τυδεΐδης κρατερὸς Διομήδης
9,9,9.9,ΑΓΑΜΕΜΝΩΝ,Ἀτρεΐδης,,,Ἀτρεΐδης δ’ ἄχεϊ μεγάλῳ βεβολημένος ἦτορ
9,9,9.9,ΑΓΑΜΕΜΝΩΝ,μεγάλῳ,,,Ἀτρεΐδης δ’ ἄχεϊ μεγάλῳ βεβολημένος ἦτορ
9,31,9.31,ΔΙΟΜΗΔΗΣ,ἀγαθὸς,,,ὀψὲ δὲ δὴ μετέειπε βοὴν ἀγαθὸς Διομήδης·
9,31,9.31,ΔΙΟΜΗΔΗΣ,βοὴν ἀγαθὸς,,,ὀψὲ δὲ δὴ μετέειπε βοὴν ἀγαθὸς Διομήδης·
9,52,9.52,ΝΕΣΤΩΡ,ἱππότα,,,τοῖσι δ’ ἀνιστάμενος μετεφώνεεν ἱππότα Νέστωρ·
9,53,9.53,ΔΙΟΜΗΔΗΣ,Τυδεΐδη,Nestor,Agamemnon; Diomedes,"Τυδεΐδη περὶ μὲν πολέμῳ ἔνι καρτερός ἐσσι,"
9,89,9.89,ΑΓΑΜΕΜΝΩΝ,Ἀτρεΐδης,,,Ἀτρεΐδης δὲ γέροντας ἀολλέας ἦγεν Ἀχαιῶν
9,96,9.96,ΑΓΑΜΕΜΝΩΝ,Ἀτρεΐδη,Nestor,Greeks,Ἀτρεΐδη κύδιστε ἄναξ ἀνδρῶν Ἀγάμεμνον
9,96,9.96,ΑΓΑΜΕΜΝΩΝ,ἄναξ ἀνδρῶν,Nestor,Greeks,Ἀτρεΐδη κύδιστε ἄναξ ἀνδρῶν Ἀγάμεμνον
9,107,9.107,ΑΧΙΛΛΕΥΣ,χωομένου,Nestor,Greeks,χωομένου Ἀχιλῆος ἔβης κλισίηθεν ἀπούρας
9,114,9.114,ΑΓΑΜΕΜΝΩΝ,ἄναξ ἀνδρῶν,,,τὸν δ’ αὖτε προσέειπεν ἄναξ ἀνδρῶν Ἀγαμέμνων·
9,162,9.162,ΝΕΣΤΩΡ,Γερήνιος,,,τὸν δ’ ἠμείβετ’ ἔπειτα Γερήνιος ἱππότα Νέστωρ·
9,162,9.162,ΝΕΣΤΩΡ,ἱππότα,,,τὸν δ’ ἠμείβετ’ ἔπειτα Γερήνιος ἱππότα Νέστωρ·
9,163,9.163,ΑΓΑΜΕΜΝΩΝ,Ἀτρεΐδη,Nestor,Agamemnon,Ἀτρεΐδη κύδιστε ἄναξ ἀνδρῶν Ἀγάμεμνον
9,163,9.163,ΑΓΑΜΕΜΝΩΝ,ἄναξ ἀνδρῶν,Nestor,Agamemnon,Ἀτρεΐδη κύδιστε ἄναξ ἀνδρῶν Ἀγάμεμνον
9,169,9.169,ΑΙΑΣ,μέγας,Nestor,Agamemnon,αὐτὰρ ἔπειτ’ Αἴας τε μέγας καὶ δῖος Ὀδυσσεύς·
9,169,9.169,ΟΔΥΣΣΕΥΣ,δῖος,Nestor,Agamemnon,αὐτὰρ ἔπειτ’ Αἴας τε μέγας καὶ δῖος Ὀδυσσεύς·
9,178,9.178,ΑΓΑΜΕΜΝΩΝ,Ἀτρεΐδαο,,,ὁρμῶντ’ ἐκ κλισίης Ἀγαμέμνονος Ἀτρεΐδαο.
9,179,9.179,ΝΕΣΤΩΡ,Γερήνιος,,,τοῖσι δὲ πόλλ’ ἐπέτελλε Γερήνιος ἱππότα Νέστωρ
9,179,9.179,ΝΕΣΤΩΡ,ἱππότα,,,τοῖσι δὲ πόλλ’ ἐπέτελλε Γερήνιος ἱππότα Νέστωρ
9,190,9.190,ΠΑΤΡΟΚΛΟΣ,οἶος,,,"Πάτροκλος δέ οἱ οἶος ἐναντίος ἧστο σιωπῇ,"
9,190,9.190,ΠΑΤΡΟΚΛΟΣ,ἐναντίος,,,"Πάτροκλος δέ οἱ οἶος ἐναντίος ἧστο σιωπῇ,"
9,192,9.192,ΟΔΥΣΣΕΥΣ,δῖος,,,"τὼ δὲ βάτην προτέρω, ἡγεῖτο δὲ δῖος Ὀδυσσεύς,"
9,196,9.196,ΑΧΙΛΛΕΥΣ,ὠκὺς,,,τὼ καὶ δεικνύμενος προσέφη πόδας ὠκὺς Ἀχιλλεύς·
9,196,9.196,ΑΧΙΛΛΕΥΣ,πόδας ὠκὺς,,,τὼ καὶ δεικνύμενος προσέφη πόδας ὠκὺς Ἀχιλλεύς·
9,199,9.199,ΑΧΙΛΛΕΥΣ,δῖος,,,"ὣς ἄρα φωνήσας προτέρω ἄγε δῖος Ἀχιλλεύς,"
9,209,9.209,ΑΧΙΛΛΕΥΣ,δῖος,,,"τῷ δ’ ἔχεν Αὐτομέδων, τάμνεν δ’ ἄρα δῖος Ἀχιλλεύς."
9,218,9.218,ΟΔΥΣΣΕΥΣ,θείοιο,,,αὐτὸς δ’ ἀντίον ἷζεν Ὀδυσσῆος θείοιο
9,223,9.223,ΟΔΥΣΣΕΥΣ,δῖος,,,"νεῦσ’ Αἴας Φοίνικι· νόησε δὲ δῖος Ὀδυσσεύς,"
9,226,9.226,ΑΓΑΜΕΜΝΩΝ,Ἀτρεΐδαο,Odysseus,Achilles,ἠμὲν ἐνὶ κλισίῃ Ἀγαμέμνονος Ἀτρεΐδαο
9,300,9.300,ΑΓΑΜΕΜΝΩΝ,Ἀτρεΐδης,Odysseus,Achilles,εἰ δέ τοι Ἀτρεΐδης μὲν ἀπήχθετο κηρόθι μᾶλλον
9,307,9.307,ΑΧΙΛΛΕΥΣ,ὠκὺς,,,τὸν δ’ ἀπαμειβόμενος προσέφη πόδας ὠκὺς Ἀχιλλεύς·
9,307,9.307,ΑΧΙΛΛΕΥΣ,πόδας ὠκὺς,,,τὸν δ’ ἀπαμειβόμενος προσέφη πόδας ὠκὺς Ἀχιλλεύς·
9,308,9.308,ΟΔΥΣΣΕΥΣ,διογενὲς,Achilles,Odysseus,διογενὲς Λαερτιάδη πολυμήχαν’ Ὀδυσσεῦ
9,308,9.308,ΟΔΥΣΣΕΥΣ,πολυμήχαν’,Achilles,Odysseus,διογενὲς Λαερτιάδη πολυμήχαν’ Ὀδυσσεῦ
9,315,9.315,ΑΓΑΜΕΜΝΩΝ,Ἀτρεΐδην,Achilles,Odysseus,οὔτ’ ἔμεγ’ Ἀτρεΐδην Ἀγαμέμνονα πεισέμεν οἴω
9,332,9.332,ΑΓΑΜΕΜΝΩΝ,Ἀτρεΐδῃ,Achilles,Odysseus,Ἀτρεΐδῃ· ὃ δ’ ὄπισθε μένων παρὰ νηυσὶ θοῇσι
9,339,9.339,ΑΓΑΜΕΜΝΩΝ,Ἀτρεΐδης,Achilles,Odysseus,Ἀτρεΐδης; ἦ οὐχ Ἑλένης ἕνεκ’ ἠϋκόμοιο;
9,339,9.339,ΕΛΕΝΟΣ,ἠϋκόμοιο,Achilles,Odysseus,Ἀτρεΐδης; ἦ οὐχ Ἑλένης ἕνεκ’ ἠϋκόμοιο;
9,351,9.351,ΕΚΤΩΡ,ἀνδροφόνοιο,Achilles,Odysseus,ἀλλ’ οὐδ’ ὧς δύναται σθένος Ἕκτορος ἀνδροφόνοιο
9,353,9.353,ΕΚΤΩΡ,ὀρνύμεν,Achilles,Odysseus,"οὐκ ἐθέλεσκε μάχην ἀπὸ τείχεος ὀρνύμεν Ἕκτωρ,"
9,356,9.356,ΕΚΤΩΡ,δίῳ,Achilles,Odysseus,νῦν δ’ ἐπεὶ οὐκ ἐθέλω πολεμιζέμεν Ἕκτορι δίῳ
9,369,9.369,ΑΓΑΜΕΜΝΩΝ,Ἀτρεΐδης,Achilles,Odysseus,Ἀτρεΐδης· τῷ πάντ’ ἀγορευέμεν ὡς ἐπιτέλλω
9,388,9.388,ΑΓΑΜΕΜΝΩΝ,Ἀτρεΐδαο,Achilles,Odysseus,"κούρην δ’ οὐ γαμέω Ἀγαμέμνονος Ἀτρεΐδαο,"
9,485,9.485,ΑΧΙΛΛΕΥΣ,ἐπιείκελ’,Phoinix,Achilles,"καί σε τοσοῦτον ἔθηκα θεοῖς ἐπιείκελ’ Ἀχιλλεῦ,"
9,490,9.490,ΑΧΙΛΛΕΥΣ,ἐπιείκελ’,Phoinix,Achilles,ἐξ ἐμεῦ· ἀλλὰ σὲ παῖδα θεοῖς ἐπιείκελ’ Ἀχιλλεῦ
9,492,9.492,ΑΧΙΛΛΕΥΣ,δάμασον,Phoinix,Achilles,ἀλλ’ Ἀχιλεῦ δάμασον θυμὸν μέγαν· οὐδέ τί σε χρὴ
9,509,9.509,ΑΧΙΛΛΕΥΣ,πόρε,Phoinix,Achilles,ἀλλ’ Ἀχιλεῦ πόρε καὶ σὺ Διὸς κούρῃσιν ἕπεσθαι
9,512,9.512,ΑΓΑΜΕΜΝΩΝ,Ἀτρεΐδης,Phoinix,Achilles,"Ἀτρεΐδης, ἀλλ’ αἰὲν ἐπιζαφελῶς χαλεπαίνοι,"
9,602,9.602,ΑΧΙΛΛΕΥΣ,ὠκὺς,Phoinix,Achilles,τὸν δ’ ἀπαμειβόμενος προσέφη πόδας ὠκὺς Ἀχιλλεύς·
9,602,9.602,ΑΧΙΛΛΕΥΣ,πόδας ὠκὺς,Phoinix,Achilles,τὸν δ’ ἀπαμειβόμενος προσέφη πόδας ὠκὺς Ἀχιλλεύς·
9,609,9.609,ΑΓΑΜΕΜΝΩΝ,Ἀτρεΐδῃ,Achilles,Phoinix,Ἀτρεΐδῃ ἥρωϊ φέρων χάριν· οὐδέ τί σε χρὴ
9,618,9.618,ΑΙΑΣ,μεδοίατο,Achilles,Phoinix,ἐκ κλισίης νόστοιο μεδοίατο· τοῖσι δ’ ἄρ’ Αἴας
9,618,9.618,ΑΙΑΣ,ἄρ’,Achilles,Phoinix,ἐκ κλισίης νόστοιο μεδοίατο· τοῖσι δ’ ἄρ’ Αἴας
9,619,9.619,ΑΙΑΣ,ἀντίθεος,Achilles,Phoinix,ἀντίθεος Τελαμωνιάδης μετὰ μῦθον ἔειπε·
9,619,9.619,ΑΙΑΣ,Τελαμωνιάδης,Achilles,Phoinix,ἀντίθεος Τελαμωνιάδης μετὰ μῦθον ἔειπε·
9,620,9.620,ΟΔΥΣΣΕΥΣ,διογενὲς,,,διογενὲς Λαερτιάδη πολυμήχαν’ Ὀδυσσεῦ
9,620,9.620,ΟΔΥΣΣΕΥΣ,πολυμήχαν’,,,διογενὲς Λαερτιάδη πολυμήχαν’ Ὀδυσσεῦ
