Book,Line,Locus,Hero,Epithet,Speaker,Addressee,Greek
11,790,11.790,ΑΧΙΛΛΕΥΣ,δαΐφρονι,Nestor,Patroclus,ταῦτ’ εἴποις Ἀχιλῆϊ δαΐφρονι αἴ κε πίθηται.
11,805,11.805,ΑΧΙΛΛΕΥΣ,Αἰακίδην,,,βῆ δὲ θέειν παρὰ νῆας ἐπ’ Αἰακίδην Ἀχιλῆα.
11,820,11.820,ΕΚΤΩΡ,πελώριον,Patroclus,Eurypylus,"ἤ ῥ’ ἔτι που σχήσουσι πελώριον Ἕκτορ’ Ἀχαιοί,"
11,838,11.838,ΑΧΙΛΛΕΥΣ,δαΐφρονι,Patroclus,Eurypylus,ἔρχομαι ὄφρ’ Ἀχιλῆϊ δαΐφρονι μῦθον ἐνίσπω
11,840,11.840,ΝΕΣΤΩΡ,Γερήνιος,Patroclus,Eurypylus,ὃν Νέστωρ ἐπέτελλε Γερήνιος οὖρος Ἀχαιῶν·
12,10,12.10,ΕΚΤΩΡ,ζωὸς,,,ὄφρα μὲν Ἕκτωρ ζωὸς ἔην καὶ μήνῑ Ἀχιλλεὺς
12,39,12.39,ΕΚΤΩΡ,κρατερὸν,,,"Ἕκτορα δειδιότες, κρατερὸν μήστωρα φόβοιο·"
12,60,12.60,ΕΚΤΩΡ,θρασὺν,,,δὴ τότε Πουλυδάμας θρασὺν Ἕκτορα εἶπε παραστάς·
12,83,12.83,ΕΚΤΩΡ,δῖον,,,"ἀλλ’ ἀπὸ πάντες ὄρουσαν, ἐπεὶ ἴδον Ἕκτορα δῖον."
12,92,12.92,ΕΚΤΩΡ,κάλλιπεν,,,ἄλλον Κεβριόναο χερείονα κάλλιπεν Ἕκτωρ.
12,94,12.94,ΕΛΕΝΟΣ,θεοειδὴς,,,τῶν δὲ τρίτων Ἕλενος καὶ Δηΐφοβος θεοειδὴς
12,102,12.102,ΓΛΑΥΚΟΣ,δ’,,,πρὸς δ’ ἕλετο Γλαῦκον καὶ ἀρήϊον Ἀστεροπαῖον·
12,102,12.102,ΓΛΑΥΚΟΣ,ἀρήϊον,,,πρὸς δ’ ἕλετο Γλαῦκον καὶ ἀρήϊον Ἀστεροπαῖον·
12,117,12.117,ΙΔΟΜΕΝΕΥΣ,ἀγαυοῦ,,,ἔγχεϊ Ἰδομενῆος ἀγαυοῦ Δευκαλίδαο.
12,117,12.117,ΙΔΟΜΕΝΕΥΣ,Δευκαλίδαο,,,ἔγχεϊ Ἰδομενῆος ἀγαυοῦ Δευκαλίδαο.
12,210,12.210,ΕΚΤΩΡ,θρασὺν,,,δὴ τότε Πουλυδάμας θρασὺν Ἕκτορα εἶπε παραστάς·
12,230,12.230,ΕΚΤΩΡ,κορυθαίολος,,,τὸν δ’ ἄρ’ ὑπόδρα ἰδὼν προσέφη κορυθαίολος Ἕκτωρ·
12,290,12.290,ΕΚΤΩΡ,φαίδιμος,,,οὐδ’ ἄν πω τότε γε Τρῶες καὶ φαίδιμος Ἕκτωρ
12,335,12.335,ΑΙΑΣ,πολέμου,,,ἐς δ’ ἐνόησ’ Αἴαντε δύω πολέμου ἀκορήτω
12,335,12.335,ΑΙΑΣ,ἀκορήτω,,,ἐς δ’ ἐνόησ’ Αἴαντε δύω πολέμου ἀκορήτω
12,343,12.343,ΑΙΑΣ,δῖε,Menestheus,Thootes,"ἔρχεο δῖε Θοῶτα, θέων Αἴαντα κάλεσσον,"
12,343,12.343,ΑΙΑΣ,κάλεσσον,Menestheus,Thootes,"ἔρχεο δῖε Θοῶτα, θέων Αἴαντα κάλεσσον,"
12,349,12.349,ΑΙΑΣ,ἀλλά,Menestheus,Thootes,"ἀλλά περ οἶος ἴτω Τελαμώνιος ἄλκιμος Αἴας,"
12,349,12.349,ΑΙΑΣ,οἶος,Menestheus,Thootes,"ἀλλά περ οἶος ἴτω Τελαμώνιος ἄλκιμος Αἴας,"
12,349,12.349,ΑΙΑΣ,Τελαμώνιος,Menestheus,Thootes,"ἀλλά περ οἶος ἴτω Τελαμώνιος ἄλκιμος Αἴας,"
12,349,12.349,ΑΙΑΣ,ἄλκιμος,Menestheus,Thootes,"ἀλλά περ οἶος ἴτω Τελαμώνιος ἄλκιμος Αἴας,"
12,362,12.362,ΑΙΑΣ,ἀλλά,Thootes,Aias (son of Oileus); Aias (son of Telamon),"ἀλλά περ οἶος ἴτω Τελαμώνιος ἄλκιμος Αἴας,"
12,362,12.362,ΑΙΑΣ,οἶος,Thootes,Aias (son of Oileus); Aias (son of Telamon),"ἀλλά περ οἶος ἴτω Τελαμώνιος ἄλκιμος Αἴας,"
12,362,12.362,ΑΙΑΣ,Τελαμώνιος,Thootes,Aias (son of Oileus); Aias (son of Telamon),"ἀλλά περ οἶος ἴτω Τελαμώνιος ἄλκιμος Αἴας,"
12,362,12.362,ΑΙΑΣ,ἄλκιμος,Thootes,Aias (son of Oileus); Aias (son of Telamon),"ἀλλά περ οἶος ἴτω Τελαμώνιος ἄλκιμος Αἴας,"
12,364,12.364,ΑΙΑΣ,μέγας,,,"ὣς ἔφατ’, οὐδ’ ἀπίθησε μέγας Τελαμώνιος Αἴας."
12,364,12.364,ΑΙΑΣ,Τελαμώνιος,,,"ὣς ἔφατ’, οὐδ’ ἀπίθησε μέγας Τελαμώνιος Αἴας."
12,370,12.370,ΑΙΑΣ,Τελαμώνιος,,,"ὣς ἄρα φωνήσας ἀπέβη Τελαμώνιος Αἴας,"
12,378,12.378,ΑΙΑΣ,πρῶτος,,,Αἴας δὲ πρῶτος Τελαμώνιος ἄνδρα κατέκτα
12,378,12.378,ΑΙΑΣ,Τελαμώνιος,,,Αἴας δὲ πρῶτος Τελαμώνιος ἄνδρα κατέκτα
12,387,12.387,ΓΛΑΥΚΟΣ,κρατερὸν,,,Τεῦκρος δὲ Γλαῦκον κρατερὸν παῖδ’ Ἱππολόχοιο
12,462,12.462,ΕΚΤΩΡ,φαίδιμος,,,λᾶος ὑπὸ ῥιπῆς· ὃ δ’ ἄρ’ ἔσθορε φαίδιμος Ἕκτωρ
13,46,13.46,ΑΙΑΣ,πρώτω,,,Αἴαντε πρώτω προσέφη μεμαῶτε καὶ αὐτώ·
13,66,13.66,ΑΙΑΣ,ταχὺς,,,"τοῖιν δ’ ἔγνω πρόσθεν Ὀϊλῆος ταχὺς Αἴας,"
13,76,13.76,ΑΙΑΣ,Τελαμώνιος,,,τὸν δ’ ἀπαμειβόμενος προσέφη Τελαμώνιος Αἴας·
13,112,13.112,ΑΓΑΜΕΜΝΩΝ,Ἀτρεΐδης,Poseidon-Calchas,Greeks,ἥρως Ἀτρεΐδης εὐρὺ κρείων Ἀγαμέμνων
13,112,13.112,ΑΓΑΜΕΜΝΩΝ,κρείων,Poseidon-Calchas,Greeks,ἥρως Ἀτρεΐδης εὐρὺ κρείων Ἀγαμέμνων
13,123,13.123,ΕΚΤΩΡ,ἀγαθὸς,Poseidon-Calchas,Greeks,Ἕκτωρ δὴ παρὰ νηυσὶ βοὴν ἀγαθὸς πολεμίζει
13,123,13.123,ΕΚΤΩΡ,βοὴν ἀγαθὸς,Poseidon-Calchas,Greeks,Ἕκτωρ δὴ παρὰ νηυσὶ βοὴν ἀγαθὸς πολεμίζει
13,126,13.126,ΑΙΑΣ,δοιοὺς,,,ἀμφὶ δ’ ἄρ’ Αἴαντας δοιοὺς ἵσταντο φάλαγγες
13,129,13.129,ΕΚΤΩΡ,δῖον,,,"κρινθέντες Τρῶάς τε καὶ Ἕκτορα δῖον ἔμιμνον,"
13,136,13.136,ΕΚΤΩΡ,ἄρ’,,,"Τρῶες δὲ προὔτυψαν ἀολλέες, ἦρχε δ’ ἄρ’ Ἕκτωρ"
13,157,13.157,ΕΚΤΩΡ,Πριαμίδης,,,"Πριαμίδης, πρόσθεν δ’ ἔχεν ἀσπίδα πάντοσ’ ἐΐσην"
13,170,13.170,ΑΙΑΣ,πρῶτος,,,Τεῦκρος δὲ πρῶτος Τελαμώνιος ἄνδρα κατέκτα
13,170,13.170,ΑΙΑΣ,Τελαμώνιος,,,Τεῦκρος δὲ πρῶτος Τελαμώνιος ἄνδρα κατέκτα
13,210,13.210,ΙΔΟΜΕΝΕΥΣ,δουρικλυτὸς,,,Ἰδομενεὺς δ’ ἄρα οἱ δουρικλυτὸς ἀντεβόλησεν
13,321,13.321,ΑΙΑΣ,μέγας,Idomeneus,Meriones,"ἀνδρὶ δέ κ’ οὐκ εἴξειε μέγας Τελαμώνιος Αἴας,"
13,321,13.321,ΑΙΑΣ,Τελαμώνιος,Idomeneus,Meriones,"ἀνδρὶ δέ κ’ οὐκ εἴξειε μέγας Τελαμώνιος Αἴας,"
13,348,13.348,ΑΧΙΛΛΕΥΣ,πόδας,,,κυδαίνων Ἀχιλῆα πόδας ταχύν· οὐδέ τι πάμπαν
13,348,13.348,ΑΧΙΛΛΕΥΣ,ταχύν,,,κυδαίνων Ἀχιλῆα πόδας ταχύν· οὐδέ τι πάμπαν
13,368,13.368,ΠΡΙΑΜΟΣ,γέρων,,,τῷ δ’ ὁ γέρων Πρίαμος ὑπό τ’ ἔσχετο καὶ κατένευσε
13,376,13.376,ΠΡΙΑΜΟΣ,Δαρδανίδῃ,Idomeneus,Othryoneus,Δαρδανίδῃ Πριάμῳ· ὃ δ’ ὑπέσχετο θυγατέρα ἥν.
13,460,13.460,ΠΡΙΑΜΟΣ,δίῳ,,,ἑσταότ’· αἰεὶ γὰρ Πριάμῳ ἐπεμήνιε δίῳ
13,467,13.467,ΙΔΟΜΕΝΕΥΣ,δουρικλυτὸς,Deiphobus,Aeneas,τὸν δέ τοι Ἰδομενεὺς δουρικλυτὸς ἐξενάριξεν.
13,470,13.470,ΙΔΟΜΕΝΕΥΣ,φόβος,,,"ἀλλ’ οὐκ Ἰδομενῆα φόβος λάβε τηλύγετον ὥς,"
13,470,13.470,ΙΔΟΜΕΝΕΥΣ,τηλύγετον,,,"ἀλλ’ οὐκ Ἰδομενῆα φόβος λάβε τηλύγετον ὥς,"
13,476,13.476,ΙΔΟΜΕΝΕΥΣ,δουρικλυτός,,,"ὣς μένεν Ἰδομενεὺς δουρικλυτός, οὐδ’ ὑπεχώρει,"
13,490,13.490,ΠΑΡΙΣ,δῖον,,,"Δηΐφοβόν τε Πάριν τ’ ἐσορῶν καὶ Ἀγήνορα δῖον,"
13,502,13.502,ΑΙΝΕΙΑΣ,πρῶτος,,,Αἰνείας δὲ πρῶτος ἀκόντισεν Ἰδομενῆος·
13,581,13.581,ΑΓΑΜΕΜΝΩΝ,Ἀτρεΐδην,,,Ἀτρεΐδην δ’ ἄχος εἷλε βοὴν ἀγαθὸν Μενέλαον·
13,581,13.581,ΜΕΝΕΛΑΟΣ,ἀγαθὸν,,,Ἀτρεΐδην δ’ ἄχος εἷλε βοὴν ἀγαθὸν Μενέλαον·
13,586,13.586,ΕΚΤΩΡ,Πριαμίδης,,,Πριαμίδης μὲν ἔπειτα κατὰ στῆθος βάλεν ἰῷ
13,591,13.591,ΜΕΝΕΛΑΟΣ,κυδαλίμοιο,,,ὣς ἀπὸ θώρηκος Μενελάου κυδαλίμοιο
13,593,13.593,ΑΓΑΜΕΜΝΩΝ,Ἀτρεΐδης,,,Ἀτρεΐδης δ’ ἄρα χεῖρα βοὴν ἀγαθὸς Μενέλαος
13,593,13.593,ΜΕΝΕΛΑΟΣ,ἀγαθὸς,,,Ἀτρεΐδης δ’ ἄρα χεῖρα βοὴν ἀγαθὸς Μενέλαος
13,593,13.593,ΜΕΝΕΛΑΟΣ,βοὴν ἀγαθὸς,,,Ἀτρεΐδης δ’ ἄρα χεῖρα βοὴν ἀγαθὸς Μενέλαος
13,601,13.601,ΜΕΝΕΛΑΟΣ,κυδαλίμοιο,,,Πείσανδρος δ’ ἰθὺς Μενελάου κυδαλίμοιο
13,605,13.605,ΑΓΑΜΕΜΝΩΝ,Ἀτρεΐδης,,,"Ἀτρεΐδης μὲν ἅμαρτε, παραὶ δέ οἱ ἐτράπετ’ ἔγχος,"
13,606,13.606,ΜΕΝΕΛΑΟΣ,κυδαλίμοιο,,,Πείσανδρος δὲ σάκος Μενελάου κυδαλίμοιο
13,610,13.610,ΑΓΑΜΕΜΝΩΝ,Ἀτρεΐδης,,,Ἀτρεΐδης δὲ ἐρυσσάμενος ξίφος ἀργυρόηλον
13,641,13.641,ΜΕΝΕΛΑΟΣ,ἀμύμων,,,"συλήσας ἑτάροισι δίδου Μενέλαος ἀμύμων,"
13,646,13.646,ΑΓΑΜΕΜΝΩΝ,Ἀτρεΐδαο,,,ὅς ῥα τότ’ Ἀτρεΐδαο μέσον σάκος οὔτασε δουρὶ
13,688,13.688,ΕΚΤΩΡ,εἴκελον,,,ὦσαι ἀπὸ σφείων φλογὶ εἴκελον Ἕκτορα δῖον
13,688,13.688,ΕΚΤΩΡ,δῖον,,,ὦσαι ἀπὸ σφείων φλογὶ εἴκελον Ἕκτορα δῖον
13,701,13.701,ΑΙΑΣ,ταχὺς,,,Αἴας δ’ οὐκέτι πάμπαν Ὀϊλῆος ταχὺς υἱὸς
13,709,13.709,ΑΙΑΣ,Τελαμωνιάδῃ,,,ἀλλ’ ἤτοι Τελαμωνιάδῃ πολλοί τε καὶ ἐσθλοὶ
13,720,13.720,ΕΚΤΩΡ,χαλκοκορυστῇ,,,"μάρναντο Τρωσίν τε καὶ Ἕκτορι χαλκοκορυστῇ,"
13,725,13.725,ΕΚΤΩΡ,θρασὺν,,,εἰ μὴ Πουλυδάμας θρασὺν Ἕκτορα εἶπε παραστάς·
13,766,13.766,ΕΛΕΝΟΣ,ἠϋκόμοιο,,,δῖον Ἀλέξανδρον Ἑλένης πόσιν ἠϋκόμοιο
13,766,13.766,ΠΑΡΙΣ,δῖον,,,δῖον Ἀλέξανδρον Ἑλένης πόσιν ἠϋκόμοιο
13,774,13.774,ΠΑΡΙΣ,θεοειδής,,,τὸν δ’ αὖτε προσέειπεν Ἀλέξανδρος θεοειδής·
13,802,13.802,ΕΚΤΩΡ,ἶσος,,,Ἕκτωρ δ’ ἡγεῖτο βροτολοιγῷ ἶσος Ἄρηϊ
13,803,13.803,ΕΚΤΩΡ,Πριαμίδης,,,Πριαμίδης· πρόσθεν δ’ ἔχεν ἀσπίδα πάντοσ’ ἐΐσην
13,809,13.809,ΑΙΑΣ,πρῶτος,,,Αἴας δὲ πρῶτος προκαλέσσατο μακρὰ βιβάσθων·
13,823,13.823,ΕΚΤΩΡ,φαίδιμος,,,θάρσυνος οἰωνῷ· ὃ δ’ ἀμείβετο φαίδιμος Ἕκτωρ·
13,824,13.824,ΑΙΑΣ,ἁμαρτοεπὲς,Hector,Aias (son of Telamon),Αἶαν ἁμαρτοεπὲς βουγάϊε ποῖον ἔειπες·
14,22,14.22,ΑΓΑΜΕΜΝΩΝ,Ἀτρεΐδην,,,ἦε μετ’ Ἀτρεΐδην Ἀγαμέμνονα ποιμένα λαῶν.
14,24,14.24,ΑΓΑΜΕΜΝΩΝ,Ἀτρεΐδην,,,βῆναι ἐπ’ Ἀτρεΐδην. οἳ δ’ ἀλλήλους ἐνάριζον
14,29,14.29,ΑΓΑΜΕΜΝΩΝ,Ἀτρεΐδης,,,Τυδεΐδης Ὀδυσεύς τε καὶ Ἀτρεΐδης Ἀγαμέμνων.
14,29,14.29,ΔΙΟΜΗΔΗΣ,Τυδεΐδης,,,Τυδεΐδης Ὀδυσεύς τε καὶ Ἀτρεΐδης Ἀγαμέμνων.
14,41,14.41,ΑΓΑΜΕΜΝΩΝ,κρείων,,,τὸν καὶ φωνήσας προσέφη κρείων Ἀγαμέμνων·
14,44,14.44,ΕΚΤΩΡ,ὄβριμος,Agamemnon,Nestor,"δείδω μὴ δή μοι τελέσῃ ἔπος ὄβριμος Ἕκτωρ,"
14,52,14.52,ΝΕΣΤΩΡ,Γερήνιος,,,τὸν δ’ ἠμείβετ’ ἔπειτα Γερήνιος ἱππότα Νέστωρ·
14,52,14.52,ΝΕΣΤΩΡ,ἱππότα,,,τὸν δ’ ἠμείβετ’ ἔπειτα Γερήνιος ἱππότα Νέστωρ·
14,64,14.64,ΑΓΑΜΕΜΝΩΝ,ἄναξ ἀνδρῶν,,,τὸν δ’ αὖτε προσέειπεν ἄναξ ἀνδρῶν Ἀγαμέμνων·
14,82,14.82,ΟΔΥΣΣΕΥΣ,πολύμητις,,,τὸν δ’ ἄρ’ ὑπόδρα ἰδὼν προσέφη πολύμητις Ὀδυσσεύς·
14,83,14.83,ΑΓΑΜΕΜΝΩΝ,Ἀτρεΐδη,Odysseus,Agamemnon,Ἀτρεΐδη ποῖόν σε ἔπος φύγεν ἕρκος ὀδόντων·
14,103,14.103,ΑΓΑΜΕΜΝΩΝ,ἄναξ ἀνδρῶν,,,τὸν δ’ ἠμείβετ’ ἔπειτα ἄναξ ἀνδρῶν Ἀγαμέμνων·
14,109,14.109,ΔΙΟΜΗΔΗΣ,ἀγαθὸς,,,τοῖσι δὲ καὶ μετέειπε βοὴν ἀγαθὸς Διομήδης·
14,109,14.109,ΔΙΟΜΗΔΗΣ,βοὴν ἀγαθὸς,,,τοῖσι δὲ καὶ μετέειπε βοὴν ἀγαθὸς Διομήδης·
14,134,14.134,ΑΓΑΜΕΜΝΩΝ,ἄναξ ἀνδρῶν,,,"βὰν δ’ ἴμεν, ἦρχε δ’ ἄρά σφιν ἄναξ ἀνδρῶν Ἀγαμέμνων."
14,137,14.137,ΑΓΑΜΕΜΝΩΝ,Ἀτρεΐδαο,,,"δεξιτερὴν δ’ ἕλε χεῖρ’ Ἀγαμέμνονος Ἀτρεΐδαο,"
14,375,14.375,ΕΚΤΩΡ,μάλα,Poseidon,Greeks,Ἕκτορα Πριαμίδην μενέειν μάλα περ μεμαῶτα.
14,380,14.380,ΑΓΑΜΕΜΝΩΝ,Ἀτρεΐδης,,,Τυδεΐδης Ὀδυσεύς τε καὶ Ἀτρεΐδης Ἀγαμέμνων·
14,380,14.380,ΔΙΟΜΗΔΗΣ,Τυδεΐδης,,,Τυδεΐδης Ὀδυσεύς τε καὶ Ἀτρεΐδης Ἀγαμέμνων·
14,387,14.387,ΕΚΤΩΡ,φαίδιμος,,,Τρῶας δ’ αὖθ’ ἑτέρωθεν ἐκόσμει φαίδιμος Ἕκτωρ.
14,390,14.390,ΕΚΤΩΡ,φαίδιμος,,,"κυανοχαῖτα Ποσειδάων καὶ φαίδιμος Ἕκτωρ,"
14,401,14.401,ΑΙΑΣ,πρῶτος,,,Αἴαντος δὲ πρῶτος ἀκόντισε φαίδιμος Ἕκτωρ
14,401,14.401,ΕΚΤΩΡ,φαίδιμος,,,Αἴαντος δὲ πρῶτος ἀκόντισε φαίδιμος Ἕκτωρ
14,405,14.405,ΕΚΤΩΡ,δ’,,,"τώ οἱ ῥυσάσθην τέρενα χρόα. χώσατο δ’ Ἕκτωρ,"
14,408,14.408,ΑΙΑΣ,μέγας,,,τὸν μὲν ἔπειτ’ ἀπιόντα μέγας Τελαμώνιος Αἴας
14,408,14.408,ΑΙΑΣ,Τελαμώνιος,,,τὸν μὲν ἔπειτ’ ἀπιόντα μέγας Τελαμώνιος Αἴας
14,425,14.425,ΑΙΝΕΙΑΣ,δῖος,,,Πουλυδάμας τε καὶ Αἰνείας καὶ δῖος Ἀγήνωρ
14,440,14.440,ΕΚΤΩΡ,νόσφι,,,Ἀργεῖοι δ’ ὡς οὖν ἴδον Ἕκτορα νόσφι κιόντα
14,441,14.441,ΑΙΑΣ,πρώτιστος,,,ἔνθα πολὺ πρώτιστος Ὀϊλῆος ταχὺς Αἴας
14,441,14.441,ΑΙΑΣ,ταχὺς,,,ἔνθα πολὺ πρώτιστος Ὀϊλῆος ταχὺς Αἴας
14,458,14.458,ΑΙΑΣ,δαΐφρονι,,,Αἴαντι δὲ μάλιστα δαΐφρονι θυμὸν ὄρινε
14,460,14.460,ΑΙΑΣ,Τελαμωνιάδῃ,,,τῷ Τελαμωνιάδῃ· τοῦ γὰρ πέσεν ἄγχι μάλιστα.
14,510,14.510,ΑΙΑΣ,πρῶτος,,,Αἴας ῥα πρῶτος Τελαμώνιος Ὕρτιον οὖτα
14,510,14.510,ΑΙΑΣ,Τελαμώνιος,,,Αἴας ῥα πρῶτος Τελαμώνιος Ὕρτιον οὖτα
14,515,14.515,ΑΓΑΜΕΜΝΩΝ,Ἀτρεΐδης,,,Ἀτρεΐδης δ’ ἄρ’ ἔπειθ’ Ὑπερήνορα ποιμένα λαῶν
14,520,14.520,ΑΙΑΣ,ταχὺς,,,πλείστους δ’ Αἴας εἷλεν Ὀϊλῆος ταχὺς υἱός·
15,15,15.15,ΕΚΤΩΡ,δῖον,Zeus,Hera,"Ἕκτορα δῖον ἔπαυσε μάχης, ἐφόβησε δὲ λαούς."
15,65,15.65,ΕΚΤΩΡ,φαίδιμος,Zeus,Hera,Πάτροκλον· τὸν δὲ κτενεῖ ἔγχεϊ φαίδιμος Ἕκτωρ
15,68,15.68,ΑΧΙΛΛΕΥΣ,δῖος,Zeus,Hera,τοῦ δὲ χολωσάμενος κτενεῖ Ἕκτορα δῖος Ἀχιλλεύς.
15,77,15.77,ΑΧΙΛΛΕΥΣ,πτολίπορθον,Zeus,Hera,λισσομένη τιμῆσαι Ἀχιλλῆα πτολίπορθον.
15,231,15.231,ΕΚΤΩΡ,φαίδιμος,Zeus,Apollo,σοὶ δ’ αὐτῷ μελέτω ἑκατηβόλε φαίδιμος Ἕκτωρ·
15,239,15.239,ΕΚΤΩΡ,δαΐφρονος,,,εὗρ’ υἱὸν Πριάμοιο δαΐφρονος Ἕκτορα δῖον
15,239,15.239,ΕΚΤΩΡ,δῖον,,,εὗρ’ υἱὸν Πριάμοιο δαΐφρονος Ἕκτορα δῖον
15,246,15.246,ΕΚΤΩΡ,κορυθαίολος,,,τὸν δ’ ὀλιγοδρανέων προσέφη κορυθαίολος Ἕκτωρ·
15,249,15.249,ΑΙΑΣ,ἀγαθὸς,Hector,Apollo,οὓς ἑτάρους ὀλέκοντα βοὴν ἀγαθὸς βάλεν Αἴας
15,249,15.249,ΑΙΑΣ,βάλεν,Hector,Apollo,οὓς ἑτάρους ὀλέκοντα βοὴν ἀγαθὸς βάλεν Αἴας
15,249,15.249,ΑΙΑΣ,βοὴν ἀγαθὸς,Hector,Apollo,οὓς ἑτάρους ὀλέκοντα βοὴν ἀγαθὸς βάλεν Αἴας
15,289,15.289,ΑΙΑΣ,Τελαμωνιάδαο,Thoas,Greeks,χερσὶν ὑπ’ Αἴαντος θανέειν Τελαμωνιάδαο.
15,306,15.306,ΕΚΤΩΡ,ἄρ’,,,"Τρῶες δὲ προὔτυψαν ἀολλέες, ἦρχε δ’ ἄρ’ Ἕκτωρ"
15,370,15.370,ΝΕΣΤΩΡ,Γερήνιος,,,Νέστωρ αὖτε μάλιστα Γερήνιος οὖρος Ἀχαιῶν
15,415,15.415,ΑΙΑΣ,κυδαλίμοιο,,,Ἕκτωρ δ’ ἄντ’ Αἴαντος ἐείσατο κυδαλίμοιο.
15,419,15.419,ΑΙΑΣ,φαίδιμος,,,ἔνθ’ υἷα Κλυτίοιο Καλήτορα φαίδιμος Αἴας
15,440,15.440,ΕΚΤΩΡ,μεγάθυμος,Aias (son of Telamon),Teucer,τὸν δ’ Ἕκτωρ μεγάθυμος ἀπέκτανε. ποῦ νύ τοι ἰοὶ
15,458,15.458,ΕΚΤΩΡ,χαλκοκορυστῇ,,,Τεῦκρος δ’ ἄλλον ὀϊστὸν ἐφ’ Ἕκτορι χαλκοκορυστῇ
15,471,15.471,ΑΙΑΣ,μέγας,,,τὸν δ’ ἠμείβετ’ ἔπειτα μέγας Τελαμώνιος Αἴας·
15,471,15.471,ΑΙΑΣ,Τελαμώνιος,,,τὸν δ’ ἠμείβετ’ ἔπειτα μέγας Τελαμώνιος Αἴας·
15,504,15.504,ΕΚΤΩΡ,κορυθαίολος,Aias (son of Telamon),Greeks,ἦ ἔλπεσθ’ ἢν νῆας ἕλῃ κορυθαίολος Ἕκτωρ
15,540,15.540,ΜΕΝΕΛΑΟΣ,ἀρήϊος,,,"τόφρα δέ οἱ Μενέλαος ἀρήϊος ἦλθεν ἀμύντωρ,"
15,540,15.540,ΜΕΝΕΛΑΟΣ,ἀμύντωρ,,,"τόφρα δέ οἱ Μενέλαος ἀρήϊος ἦλθεν ἀμύντωρ,"
15,560,15.560,ΑΙΑΣ,μέγας,,,Ἀργείους δ’ ὄτρυνε μέγας Τελαμώνιος Αἴας·
15,560,15.560,ΑΙΑΣ,Τελαμώνιος,,,Ἀργείους δ’ ὄτρυνε μέγας Τελαμώνιος Αἴας·
15,568,15.568,ΜΕΝΕΛΑΟΣ,ἀγαθὸς,,,Ἀντίλοχον δ’ ὄτρυνε βοὴν ἀγαθὸς Μενέλαος·
15,568,15.568,ΜΕΝΕΛΑΟΣ,βοὴν ἀγαθὸς,,,Ἀντίλοχον δ’ ὄτρυνε βοὴν ἀγαθὸς Μενέλαος·
15,583,15.583,ΕΚΤΩΡ,δῖον,,,"τεύχεα συλήσων· ἀλλ’ οὐ λάθεν Ἕκτορα δῖον,"
15,604,15.604,ΕΚΤΩΡ,μάλα,,,Ἕκτορα Πριαμίδην μάλα περ μεμαῶτα καὶ αὐτόν.
15,649,15.649,ΕΚΤΩΡ,θέων,,,"Ἕκτωρ δ’ ὀξὺ νόησε, θέων δέ οἱ ἄγχι παρέστη,"
15,652,15.652,ΕΚΤΩΡ,δῖον,,,χραισμεῖν· αὐτοὶ γὰρ μάλα δείδισαν Ἕκτορα δῖον.
15,659,15.659,ΝΕΣΤΩΡ,Γερήνιος,,,Νέστωρ αὖτε μάλιστα Γερήνιος οὖρος Ἀχαιῶν
15,671,15.671,ΕΚΤΩΡ,ἀγαθὸν,,,"Ἕκτορα δὲ φράσσαντο βοὴν ἀγαθὸν καὶ ἑταίρους,"
15,674,15.674,ΑΙΑΣ,μεγαλήτορι,,,οὐδ’ ἄρ’ ἔτ’ Αἴαντι μεγαλήτορι ἥνδανε θυμῷ
15,744,15.744,ΕΚΤΩΡ,ὀτρύναντος,,,"σὺν πυρὶ κηλείῳ, χάριν Ἕκτορος ὀτρύναντος,"
15,745,15.745,ΑΙΑΣ,δεδεγμένος,,,τὸν δ’ Αἴας οὔτασκε δεδεγμένος ἔγχεϊ μακρῷ·
16,5,16.5,ΑΧΙΛΛΕΥΣ,ποδάρκης,,,"τὸν δὲ ἰδὼν ᾤκτιρε ποδάρκης δῖος Ἀχιλλεύς,"
16,5,16.5,ΑΧΙΛΛΕΥΣ,δῖος,,,"τὸν δὲ ἰδὼν ᾤκτιρε ποδάρκης δῖος Ἀχιλλεύς,"
16,21,16.21,ΑΧΙΛΛΕΥΣ,μέγα,Patroclus,Achilles,ὦ Ἀχιλεῦ Πηλῆος υἱὲ μέγα φέρτατ’ Ἀχαιῶν
16,25,16.25,ΔΙΟΜΗΔΗΣ,Τυδεΐδης,Patroclus,Achilles,"βέβληται μὲν ὃ Τυδεΐδης κρατερὸς Διομήδης,"
16,25,16.25,ΔΙΟΜΗΔΗΣ,κρατερὸς,Patroclus,Achilles,"βέβληται μὲν ὃ Τυδεΐδης κρατερὸς Διομήδης,"
16,26,16.26,ΟΔΥΣΣΕΥΣ,δουρικλυτὸς,Patroclus,Achilles,"οὔτασται δ’ Ὀδυσεὺς δουρικλυτὸς ἠδ’ Ἀγαμέμνων,"
16,34,16.34,ΓΛΑΥΚΟΣ,γλαυκὴ,Patroclus,Achilles,οὐδὲ Θέτις μήτηρ· γλαυκὴ δέ σε τίκτε θάλασσα
16,48,16.48,ΑΧΙΛΛΕΥΣ,ὠκὺς,,,τὸν δὲ μέγ’ ὀχθήσας προσέφη πόδας ὠκὺς Ἀχιλλεύς·
