Book,Line,Token,Lemma,POS,Morph,FilterReason
11,498,μάχης,μάχη,NOUN,"{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Fem', 'case': 'Gen'}",POS_not_ADJ_or_Part
11,498,ἀριστερὰ,ἀριστερός,ADJ,"{'pos': 'ADJ', 'number': 'Plur', 'gender': 'Neut', 'case': 'Acc'}","Agreement_fail (Hektor:{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Masc', 'case': 'Nom'} vs Epithet:{'pos': 'ADJ', 'number': 'Plur', 'gender': 'Neut', 'case': 'Acc'})"
11,502,μὲν,μέν,DET,{'pos': 'DET'},POS_not_ADJ_or_Part
11,502,μετὰ,μετά,ADP,{'pos': 'ADP'},POS_not_ADJ_or_Part
11,502,τοῖσιν,ὁ,PRON,"{'pos': 'PRON', 'number': 'Plur', 'gender': 'Masc', 'case': 'Dat'}",POS_not_ADJ_or_Part
11,502,ὁμίλει,ὁμιλέω,VERB,"{'pos': 'VERB', 'person': '3', 'number': 'Sing', 'tense': 'Impf', 'mood': 'Ind', 'voice': 'Act'}",POS_not_ADJ_or_Part
11,502,μέρμερα,μέρμερος,ADJ,"{'pos': 'ADJ', 'number': 'Plur', 'gender': 'Neut', 'case': 'Acc'}","Agreement_fail (Hektor:{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Masc', 'case': 'Nom'} vs Epithet:{'pos': 'ADJ', 'number': 'Plur', 'gender': 'Neut', 'case': 'Acc'})"
11,503,ἔγχεΐ,ἔγχος,NOUN,"{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Neut', 'case': 'Dat'}",POS_not_ADJ_or_Part
12,10,ὄφρα,ὄφρα,CONJ,{'pos': 'CONJ'},POS_not_ADJ_or_Part
12,10,μὲν,μέν,DET,{'pos': 'DET'},POS_not_ADJ_or_Part
12,10,ἔην,εἰμί,VERB,"{'pos': 'VERB', 'person': '3', 'number': 'Sing', 'tense': 'Impf', 'mood': 'Ind', 'voice': 'Act'}",POS_not_ADJ_or_Part
12,10,καὶ,καί,CONJ,{'pos': 'CONJ'},POS_not_ADJ_or_Part
12,10,μήνἰ,μηνίω,VERB,"{'pos': 'VERB', 'person': '3', 'number': 'Sing', 'tense': 'Impf', 'mood': 'Ind', 'voice': 'Act'}",POS_not_ADJ_or_Part
12,10,Ἀχιλλεὺς,Ἀχιλλεύς,NOUN,"{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Masc', 'case': 'Nom'}",POS_not_ADJ_or_Part
12,11,καὶ,καί,CONJ,{'pos': 'CONJ'},POS_not_ADJ_or_Part
12,11,Πριάμοιο,Πρίαμος,NOUN,"{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Masc', 'case': 'Gen'}",POS_not_ADJ_or_Part
12,49,ὅμιλον,ὅμιλος,NOUN,"{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Masc', 'case': 'Acc'}",POS_not_ADJ_or_Part
12,49,ἐλλίσσεθ̓,λίσσομαι,VERB,"{'pos': 'VERB', 'person': '3', 'number': 'Sing', 'tense': 'Impf', 'mood': 'Ind', 'voice': 'Mp'}",POS_not_ADJ_or_Part
12,49,ἑταίρους,ἑταῖρος,NOUN,"{'pos': 'NOUN', 'number': 'Plur', 'gender': 'Masc', 'case': 'Acc'}",POS_not_ADJ_or_Part
12,50,τάφρον,τάφρος,NOUN,"{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Fem', 'case': 'Acc'}",POS_not_ADJ_or_Part
12,91,ὄχεσφιν,ὄχος,NOUN,"{'pos': 'NOUN', 'number': 'Plur', 'gender': 'Neut', 'case': 'Dat'}",POS_not_ADJ_or_Part
12,92,ἄλλον,ἄλλος,ADJ,"{'pos': 'ADJ', 'number': 'Sing', 'gender': 'Masc', 'case': 'Acc'}","Agreement_fail (Hektor:{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Masc', 'case': 'Nom'} vs Epithet:{'pos': 'ADJ', 'number': 'Sing', 'gender': 'Masc', 'case': 'Acc'})"
12,92,Κεβριόναο,Κεβριόνης,NOUN,"{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Masc', 'case': 'Gen'}",POS_not_ADJ_or_Part
12,92,χερείονα,χερείων,ADJ,"{'pos': 'ADJ', 'number': 'Sing', 'gender': 'Masc', 'case': 'Acc', 'degree': 'Comp'}","Agreement_fail (Hektor:{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Masc', 'case': 'Nom'} vs Epithet:{'pos': 'ADJ', 'number': 'Sing', 'gender': 'Masc', 'case': 'Acc', 'degree': 'Comp'})"
12,92,κάλλιπεν,καταλείπω,VERB,"{'pos': 'VERB', 'person': '3', 'number': 'Sing', 'tense': 'Aor', 'mood': 'Ind', 'voice': 'Act'}",POS_not_ADJ_or_Part
12,230,τὸν,ὁ,PRON,"{'pos': 'PRON', 'number': 'Sing', 'gender': 'Masc', 'case': 'Acc'}",POS_not_ADJ_or_Part
12,230,ὑπόδρα,ὑπόδρα,ADV,{'pos': 'ADV'},POS_not_ADJ_or_Part
12,230,προσέφη,πρόσφημι,VERB,"{'pos': 'VERB', 'person': '3', 'number': 'Sing', 'tense': 'Impf', 'mood': 'Ind', 'voice': 'Act'}",POS_not_ADJ_or_Part
12,290,τότε,τότε,ADV,{'pos': 'ADV'},POS_not_ADJ_or_Part
12,290,Τρῶες,Τρώς,NOUN,"{'pos': 'NOUN', 'number': 'Plur', 'gender': 'Masc', 'case': 'Nom'}",POS_not_ADJ_or_Part
12,290,καὶ,καί,CONJ,{'pos': 'CONJ'},POS_not_ADJ_or_Part
12,291,τείχεος,τεῖχος,NOUN,"{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Neut', 'case': 'Gen'}",POS_not_ADJ_or_Part
12,291,ἐρρήξαντο,ῥήγνυμι,VERB,"{'pos': 'VERB', 'person': '3', 'number': 'Plur', 'tense': 'Aor', 'mood': 'Ind', 'voice': 'Mid'}",POS_not_ADJ_or_Part
12,291,πύλας,πύλη,NOUN,"{'pos': 'NOUN', 'number': 'Plur', 'gender': 'Fem', 'case': 'Acc'}",POS_not_ADJ_or_Part
12,291,καὶ,καί,CONJ,{'pos': 'CONJ'},POS_not_ADJ_or_Part
12,291,μακρὸν,μακρός,ADJ,"{'pos': 'ADJ', 'number': 'Sing', 'gender': 'Masc', 'case': 'Acc'}","Agreement_fail (Hektor:{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Masc', 'case': 'Nom'} vs Epithet:{'pos': 'ADJ', 'number': 'Sing', 'gender': 'Masc', 'case': 'Acc'})"
12,291,ὀχῆα,ὀχεύς,NOUN,"{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Masc', 'case': 'Acc'}",POS_not_ADJ_or_Part
12,443,ἔπειτα,ἔπειτα,ADV,{'pos': 'ADV'},POS_not_ADJ_or_Part
12,444,κροσσάων,κρόσσαι,NOUN,"{'pos': 'NOUN', 'number': 'Plur', 'gender': 'Fem', 'case': 'Gen'}",POS_not_ADJ_or_Part
12,444,ἐπέβαινον,ἐπιβαίνω,VERB,"{'pos': 'VERB', 'person': '3', 'number': 'Plur', 'tense': 'Impf', 'mood': 'Ind', 'voice': 'Act'}",POS_not_ADJ_or_Part
12,444,ἀκαχμένα,ἀκαχμένος,ADJ,"{'pos': 'ADJ', 'number': 'Plur', 'gender': 'Neut', 'case': 'Acc'}","Agreement_fail (Hektor:{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Masc', 'case': 'Nom'} vs Epithet:{'pos': 'ADJ', 'number': 'Plur', 'gender': 'Neut', 'case': 'Acc'})"
12,444,δούρατ̓,δόρυ,NOUN,"{'pos': 'NOUN', 'number': 'Plur', 'gender': 'Neut', 'case': 'Acc'}",POS_not_ADJ_or_Part
12,444,ἔχοντες,ἔχω,VERB,"{'pos': 'VERB', 'number': 'Plur', 'tense': 'Pres', 'mood': 'Part', 'voice': 'Act', 'gender': 'Masc', 'case': 'Nom'}","Agreement_fail (Hektor:{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Masc', 'case': 'Nom'} vs Epithet:{'pos': 'VERB', 'number': 'Plur', 'tense': 'Pres', 'mood': 'Part', 'voice': 'Act', 'gender': 'Masc', 'case': 'Nom'})"
12,445,λᾶαν,λᾶας,NOUN,"{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Masc', 'case': 'Acc'}",POS_not_ADJ_or_Part
12,445,φέρεν,φέρω,VERB,"{'pos': 'VERB', 'person': '3', 'number': 'Sing', 'tense': 'Impf', 'mood': 'Ind', 'voice': 'Act'}",POS_not_ADJ_or_Part
12,452,ὀλίγον,ὀλίγος,ADJ,"{'pos': 'ADJ', 'number': 'Sing', 'gender': 'Neut', 'case': 'Nom'}","Agreement_fail (Hektor:{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Masc', 'case': 'Nom'} vs Epithet:{'pos': 'ADJ', 'number': 'Sing', 'gender': 'Neut', 'case': 'Nom'})"
12,452,μιν,μιν,PRON,"{'pos': 'PRON', 'number': 'Sing', 'gender': 'Masc', 'case': 'Acc'}",POS_not_ADJ_or_Part
12,452,ἄχθος,ἄχθος,NOUN,"{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Neut', 'case': 'Nom'}",POS_not_ADJ_or_Part
12,452,ἐπείγει,ἐπείγω,VERB,"{'pos': 'VERB', 'person': '3', 'number': 'Sing', 'tense': 'Pres', 'mood': 'Ind', 'voice': 'Act'}",POS_not_ADJ_or_Part
12,453,ἰθὺς,,,{},POS_not_ADJ_or_Part
12,453,σανίδων,σανίς,NOUN,"{'pos': 'NOUN', 'number': 'Plur', 'gender': 'Fem', 'case': 'Gen'}",POS_not_ADJ_or_Part
12,453,φέρε,φέρω,VERB,"{'pos': 'VERB', 'person': '3', 'number': 'Sing', 'tense': 'Impf', 'mood': 'Ind', 'voice': 'Act'}",POS_not_ADJ_or_Part
12,453,λᾶαν,λᾶας,NOUN,"{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Masc', 'case': 'Acc'}",POS_not_ADJ_or_Part
12,462,ἔσθορε,εἰσθρῴσκω,VERB,"{'pos': 'VERB', 'person': '3', 'number': 'Sing', 'tense': 'Aor', 'mood': 'Ind', 'voice': 'Act'}",POS_not_ADJ_or_Part
12,463,νυκτὶ,νύξ,NOUN,"{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Fem', 'case': 'Dat'}",POS_not_ADJ_or_Part
12,463,θοῇ,θοός,ADJ,"{'pos': 'ADJ', 'number': 'Sing', 'gender': 'Fem', 'case': 'Dat'}","Agreement_fail (Hektor:{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Masc', 'case': 'Nom'} vs Epithet:{'pos': 'ADJ', 'number': 'Sing', 'gender': 'Fem', 'case': 'Dat'})"
12,463,ὑπώπια,ὑπώπιον,NOUN,"{'pos': 'NOUN', 'number': 'Plur', 'gender': 'Neut', 'case': 'Acc'}",POS_not_ADJ_or_Part
13,53,λυσσώδης,λυσσώδης,ADJ,"{'pos': 'ADJ', 'number': 'Plur', 'gender': 'Masc', 'case': 'Acc'}","Agreement_fail (Hektor:{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Masc', 'case': 'Nom'} vs Epithet:{'pos': 'ADJ', 'number': 'Plur', 'gender': 'Masc', 'case': 'Acc'})"
13,53,φλογὶ,φλόξ,NOUN,"{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Masc', 'case': 'Dat'}",POS_not_ADJ_or_Part
13,53,ἡγεμονεύει,ἡγεμονεύω,VERB,"{'pos': 'VERB', 'person': '3', 'number': 'Sing', 'tense': 'Pres', 'mood': 'Ind', 'voice': 'Act'}",POS_not_ADJ_or_Part
13,54,Διὸς,Ζεύς,NOUN,"{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Masc', 'case': 'Gen'}",POS_not_ADJ_or_Part
13,54,εὔχετ̓,εὔχομαι,VERB,"{'pos': 'VERB', 'person': '3', 'number': 'Sing', 'tense': 'Pres', 'mood': 'Ind', 'voice': 'Mp'}",POS_not_ADJ_or_Part
13,54,ἐρισθενέος,ἐρισθενής,ADJ,"{'pos': 'ADJ', 'number': 'Sing', 'gender': 'Masc', 'case': 'Gen'}","Agreement_fail (Hektor:{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Masc', 'case': 'Nom'} vs Epithet:{'pos': 'ADJ', 'number': 'Sing', 'gender': 'Masc', 'case': 'Gen'})"
13,54,πάϊς,παῖς,NOUN,"{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Masc', 'case': 'Nom'}",POS_not_ADJ_or_Part
13,54,εἶναι,εἰμί,VERB,"{'pos': 'VERB', 'tense': 'Pres', 'mood': 'Inf', 'voice': 'Act'}",POS_not_ADJ_or_Part
13,123,παρὰ,παρά,ADP,{'pos': 'ADP'},POS_not_ADJ_or_Part
13,123,νηυσὶ,ναῦς,NOUN,"{'pos': 'NOUN', 'number': 'Plur', 'gender': 'Fem', 'case': 'Dat'}",POS_not_ADJ_or_Part
13,123,βοὴν,βοή,NOUN,"{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Fem', 'case': 'Acc'}",POS_not_ADJ_or_Part
13,123,πολεμίζει,πολεμίζω,VERB,"{'pos': 'VERB', 'person': '3', 'number': 'Sing', 'tense': 'Pres', 'mood': 'Ind', 'voice': 'Act'}",POS_not_ADJ_or_Part
13,136,προὔτυψαν,προτύπτω,VERB,"{'pos': 'VERB', 'person': '3', 'number': 'Plur', 'tense': 'Aor', 'mood': 'Ind', 'voice': 'Act'}",POS_not_ADJ_or_Part
13,136,ἀολλέες,ἀολλής,ADJ,"{'pos': 'ADJ', 'number': 'Plur', 'gender': 'Masc', 'case': 'Nom'}","Agreement_fail (Hektor:{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Masc', 'case': 'Nom'} vs Epithet:{'pos': 'ADJ', 'number': 'Plur', 'gender': 'Masc', 'case': 'Nom'})"
13,136,ἦρχε,ἄρχω,VERB,"{'pos': 'VERB', 'person': '3', 'number': 'Sing', 'tense': 'Impf', 'mood': 'Ind', 'voice': 'Act'}",POS_not_ADJ_or_Part
13,137,ἀντικρὺ,ἀντικρύ,ADV,{'pos': 'ADV'},POS_not_ADJ_or_Part
13,137,ὀλοοίτροχος,ὀλοοίτροχος,NOUN,"{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Masc', 'case': 'Nom'}",POS_not_ADJ_or_Part
13,137,ἀπὸ,ἀπό,ADP,{'pos': 'ADP'},POS_not_ADJ_or_Part
13,137,πέτρης,πέτρα,NOUN,"{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Fem', 'case': 'Gen'}",POS_not_ADJ_or_Part
13,143,εἷος,εἷος,ADV,{'pos': 'ADV'},POS_not_ADJ_or_Part
13,143,μὲν,μέν,DET,{'pos': 'DET'},POS_not_ADJ_or_Part
13,143,ἀπείλει,ἀπειλέω,VERB,"{'pos': 'VERB', 'person': '3', 'number': 'Sing', 'tense': 'Impf', 'mood': 'Ind', 'voice': 'Act'}",POS_not_ADJ_or_Part
13,143,μέχρι,μέχρι,ADP,{'pos': 'ADP'},POS_not_ADJ_or_Part
13,143,θαλάσσης,θάλασσα,NOUN,"{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Fem', 'case': 'Gen'}",POS_not_ADJ_or_Part
13,144,ῥέα,ῥέα,ADV,{'pos': 'ADV'},POS_not_ADJ_or_Part
13,144,διελεύσεσθαι,διέρχομαι,VERB,"{'pos': 'VERB', 'tense': 'Futperf', 'mood': 'Inf', 'voice': 'Mid'}",POS_not_ADJ_or_Part
13,183,ὁρμηθέντος,ὁρμάω,VERB,"{'pos': 'VERB', 'number': 'Sing', 'tense': 'Aor', 'mood': 'Part', 'voice': 'Pass', 'gender': 'Masc', 'case': 'Gen'}","Agreement_fail (Hektor:{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Masc', 'case': 'Nom'} vs Epithet:{'pos': 'VERB', 'number': 'Sing', 'tense': 'Aor', 'mood': 'Part', 'voice': 'Pass', 'gender': 'Masc', 'case': 'Gen'})"
13,183,ἀκόντισε,ἀκοντίζω,VERB,"{'pos': 'VERB', 'person': '3', 'number': 'Sing', 'tense': 'Aor', 'mood': 'Ind', 'voice': 'Act'}",POS_not_ADJ_or_Part
13,183,δουρὶ,δόρυ,NOUN,"{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Neut', 'case': 'Dat'}",POS_not_ADJ_or_Part
13,183,φαεινῷ,φαεινός,ADJ,"{'pos': 'ADJ', 'number': 'Sing', 'gender': 'Neut', 'case': 'Dat'}","Agreement_fail (Hektor:{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Masc', 'case': 'Nom'} vs Epithet:{'pos': 'ADJ', 'number': 'Sing', 'gender': 'Neut', 'case': 'Dat'})"
13,188,ὁρμήθη,ὁρμέω,VERB,"{'pos': 'VERB', 'person': '3', 'number': 'Sing', 'tense': 'Aor', 'mood': 'Ind', 'voice': 'Pass'}",POS_not_ADJ_or_Part
13,188,κόρυθα,κόρυς,NOUN,"{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Fem', 'case': 'Acc'}",POS_not_ADJ_or_Part
13,188,κροτάφοις,κρόταφος,NOUN,"{'pos': 'NOUN', 'number': 'Plur', 'gender': 'Masc', 'case': 'Dat'}",POS_not_ADJ_or_Part
13,188,ἀραρυῖαν,ἀραρίσκω,VERB,"{'pos': 'VERB', 'number': 'Sing', 'tense': 'Perf', 'mood': 'Part', 'voice': 'Act', 'gender': 'Fem', 'case': 'Acc'}","Agreement_fail (Hektor:{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Masc', 'case': 'Nom'} vs Epithet:{'pos': 'VERB', 'number': 'Sing', 'tense': 'Perf', 'mood': 'Part', 'voice': 'Act', 'gender': 'Fem', 'case': 'Acc'})"
13,189,κρατὸς,κράς,NOUN,"{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Fem', 'case': 'Gen'}",POS_not_ADJ_or_Part
13,189,ἀφαρπάξαι,ἀφαρπάζω,VERB,"{'pos': 'VERB', 'tense': 'Aor', 'mood': 'Inf', 'voice': 'Act'}",POS_not_ADJ_or_Part
13,674,ἐπέπυστο,πυνθάνομαι,VERB,"{'pos': 'VERB', 'person': '3', 'number': 'Sing', 'tense': 'Plup', 'mood': 'Ind', 'voice': 'Mp'}",POS_not_ADJ_or_Part
13,674,Διῒ,Ζεύς,NOUN,"{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Masc', 'case': 'Dat'}",POS_not_ADJ_or_Part
13,802,ἡγεῖτο,ἡγέομαι,VERB,"{'pos': 'VERB', 'person': '3', 'number': 'Sing', 'tense': 'Impf', 'mood': 'Ind', 'voice': 'Mp'}",POS_not_ADJ_or_Part
13,802,βροτολοιγῷ,βροτολοιγός,ADJ,"{'pos': 'ADJ', 'number': 'Sing', 'gender': 'Masc', 'case': 'Dat'}","Agreement_fail (Hektor:{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Masc', 'case': 'Nom'} vs Epithet:{'pos': 'ADJ', 'number': 'Sing', 'gender': 'Masc', 'case': 'Dat'})"
13,802,Ἄρηϊ,Ἄρης,NOUN,"{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Masc', 'case': 'Dat'}",POS_not_ADJ_or_Part
13,803,Πριαμίδης,Πριαμίδης,NOUN,"{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Masc', 'case': 'Nom'}",POS_not_ADJ_or_Part
13,823,ἀμείβετο,ἀμείβω,VERB,"{'pos': 'VERB', 'person': '3', 'number': 'Sing', 'tense': 'Impf', 'mood': 'Ind', 'voice': 'Mp'}",POS_not_ADJ_or_Part
14,44,δείδω,δείδω,VERB,"{'pos': 'VERB', 'person': '1', 'number': 'Sing', 'tense': 'Pres', 'mood': 'Ind', 'voice': 'Act'}",POS_not_ADJ_or_Part
14,44,μοι,ἐγώ,PRON,"{'pos': 'PRON', 'number': 'Sing', 'gender': 'Masc', 'case': 'Dat'}",POS_not_ADJ_or_Part
14,44,τελέσῃ,τελέω,VERB,"{'pos': 'VERB', 'person': '3', 'number': 'Sing', 'tense': 'Aor', 'mood': 'Sub', 'voice': 'Act'}",POS_not_ADJ_or_Part
14,44,ἔπος,ἔπος,NOUN,"{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Neut', 'case': 'Acc'}",POS_not_ADJ_or_Part
14,45,ποτ̓,ποτέ,DET,{'pos': 'DET'},POS_not_ADJ_or_Part
14,45,ἐπηπείλησεν,ἐπαπειλέω,VERB,"{'pos': 'VERB', 'person': '3', 'number': 'Sing', 'tense': 'Aor', 'mood': 'Ind', 'voice': 'Act'}",POS_not_ADJ_or_Part
14,45,ἐνὶ,ἐν,ADP,{'pos': 'ADP'},POS_not_ADJ_or_Part
14,45,Τρώεσσ̓,Τρώς,NOUN,"{'pos': 'NOUN', 'number': 'Plur', 'gender': 'Masc', 'case': 'Dat'}",POS_not_ADJ_or_Part
14,388,Τρῶας,Τρώς,NOUN,"{'pos': 'NOUN', 'number': 'Plur', 'gender': 'Masc', 'case': 'Acc'}",POS_not_ADJ_or_Part
14,388,αὖθ̓,αὖτε,ADV,{'pos': 'ADV'},POS_not_ADJ_or_Part
14,388,ἑτέρωθεν,ἑτέρωθεν,ADV,{'pos': 'ADV'},POS_not_ADJ_or_Part
14,388,ἐκόσμει,κοσμέω,VERB,"{'pos': 'VERB', 'person': '3', 'number': 'Sing', 'tense': 'Impf', 'mood': 'Ind', 'voice': 'Act'}",POS_not_ADJ_or_Part
14,389,ἔριδα,ἔρις,NOUN,"{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Fem', 'case': 'Acc'}",POS_not_ADJ_or_Part
14,389,πτολέμοιο,πόλεμος,NOUN,"{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Masc', 'case': 'Gen'}",POS_not_ADJ_or_Part
14,389,τάνυσσαν,τανύω,VERB,"{'pos': 'VERB', 'person': '3', 'number': 'Plur', 'tense': 'Aor', 'mood': 'Ind', 'voice': 'Act'}",POS_not_ADJ_or_Part
14,390,Ποσειδάων,Ποσειδεών,NOUN,"{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Masc', 'case': 'Nom'}",POS_not_ADJ_or_Part
14,390,καὶ,καί,CONJ,{'pos': 'CONJ'},POS_not_ADJ_or_Part
14,391,ἤτοι,ἤτοι,DET,{'pos': 'DET'},POS_not_ADJ_or_Part
14,391,μὲν,μέν,DET,{'pos': 'DET'},POS_not_ADJ_or_Part
14,391,Τρώεσσιν,Τρώς,NOUN,"{'pos': 'NOUN', 'number': 'Plur', 'gender': 'Masc', 'case': 'Dat'}",POS_not_ADJ_or_Part
14,402,Αἴαντος,Αἴας,NOUN,"{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Masc', 'case': 'Gen'}",POS_not_ADJ_or_Part
14,402,ἀκόντισε,ἀκοντίζω,VERB,"{'pos': 'VERB', 'person': '3', 'number': 'Sing', 'tense': 'Aor', 'mood': 'Ind', 'voice': 'Act'}",POS_not_ADJ_or_Part
14,403,ἔγχει,ἔγχος,NOUN,"{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Neut', 'case': 'Dat'}",POS_not_ADJ_or_Part
14,403,ἐπεὶ,ἐπεί,ADV,{'pos': 'ADV'},POS_not_ADJ_or_Part
14,403,τέτραπτο,τρέπω,VERB,"{'pos': 'VERB', 'person': '3', 'number': 'Sing', 'tense': 'Plup', 'mood': 'Ind', 'voice': 'Mp'}",POS_not_ADJ_or_Part
14,403,πρὸς,πρός,ADP,{'pos': 'ADP'},POS_not_ADJ_or_Part
14,403,ἰθύ,ἰθύς,ADJ,"{'pos': 'ADJ', 'number': 'Sing', 'gender': 'Neut', 'case': 'Acc'}","Agreement_fail (Hektor:{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Masc', 'case': 'Nom'} vs Epithet:{'pos': 'ADJ', 'number': 'Sing', 'gender': 'Neut', 'case': 'Acc'})"
14,406,χώσατο,χώομαι,VERB,"{'pos': 'VERB', 'person': '3', 'number': 'Sing', 'tense': 'Aor', 'mood': 'Ind', 'voice': 'Mid'}",POS_not_ADJ_or_Part
14,407,ὅττί,ὅτι,CONJ,{'pos': 'CONJ'},POS_not_ADJ_or_Part
14,407,βέλος,βέλος,NOUN,"{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Neut', 'case': 'Nom'}",POS_not_ADJ_or_Part
14,407,ὠκὺ,ὠκύς,ADJ,"{'pos': 'ADJ', 'number': 'Sing', 'gender': 'Neut', 'case': 'Nom'}","Agreement_fail (Hektor:{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Masc', 'case': 'Nom'} vs Epithet:{'pos': 'ADJ', 'number': 'Sing', 'gender': 'Neut', 'case': 'Nom'})"
14,407,ἐτώσιον,ἐτώσιος,ADJ,"{'pos': 'ADJ', 'number': 'Sing', 'gender': 'Neut', 'case': 'Nom'}","Agreement_fail (Hektor:{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Masc', 'case': 'Nom'} vs Epithet:{'pos': 'ADJ', 'number': 'Sing', 'gender': 'Neut', 'case': 'Nom'})"
15,65,τὸν,ὁ,PRON,"{'pos': 'PRON', 'number': 'Sing', 'gender': 'Masc', 'case': 'Acc'}",POS_not_ADJ_or_Part
15,65,κτενεῖ,κτείνω,VERB,"{'pos': 'VERB', 'person': '3', 'number': 'Sing', 'tense': 'Futperf', 'mood': 'Ind', 'voice': 'Act'}",POS_not_ADJ_or_Part
15,65,ἔγχεϊ,ἔγχος,NOUN,"{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Neut', 'case': 'Dat'}",POS_not_ADJ_or_Part
15,66,Ἰλίου,Ἴλιος,NOUN,"{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Fem', 'case': 'Gen'}",POS_not_ADJ_or_Part
15,66,προπάροιθε,προπάροιθε,ADP,{'pos': 'ADP'},POS_not_ADJ_or_Part
15,66,πολέας,πολύς,ADJ,"{'pos': 'ADJ', 'number': 'Plur', 'gender': 'Masc', 'case': 'Acc'}","Agreement_fail (Hektor:{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Masc', 'case': 'Nom'} vs Epithet:{'pos': 'ADJ', 'number': 'Plur', 'gender': 'Masc', 'case': 'Acc'})"
15,66,ὀλέσαντ̓,ὄλλυμι,VERB,"{'pos': 'VERB', 'number': 'Sing', 'tense': 'Aor', 'mood': 'Part', 'voice': 'Act', 'gender': 'Masc', 'case': 'Acc'}","Agreement_fail (Hektor:{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Masc', 'case': 'Nom'} vs Epithet:{'pos': 'VERB', 'number': 'Sing', 'tense': 'Aor', 'mood': 'Part', 'voice': 'Act', 'gender': 'Masc', 'case': 'Acc'})"
15,66,αἰζηοὺς,αἰζηός,ADJ,"{'pos': 'ADJ', 'number': 'Plur', 'gender': 'Masc', 'case': 'Acc'}","Agreement_fail (Hektor:{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Masc', 'case': 'Nom'} vs Epithet:{'pos': 'ADJ', 'number': 'Plur', 'gender': 'Masc', 'case': 'Acc'})"
15,67,τοὺς,ὁ,DET,"{'pos': 'DET', 'number': 'Plur', 'gender': 'Masc', 'case': 'Acc'}",POS_not_ADJ_or_Part
15,67,ἄλλους,ἄλλος,ADJ,"{'pos': 'ADJ', 'number': 'Plur', 'gender': 'Masc', 'case': 'Acc'}","Agreement_fail (Hektor:{'pos': 'NOUN', 'number': 'Sing', 'gender': 'Masc', 'case': 'Nom'} vs Epithet:{'pos': 'ADJ', 'number': 'Plur', 'gender': 'Masc', 'case': 'Acc'})"
15,231,σοὶ,σύ,PRON,"{'pos': 'PRON', 'number': 'Sing', 'gender': 'Masc', 'case': 'Dat'}",POS_not_ADJ_or_Part
