Book,Line,Lemma,Form,POS,Case,Number,Gender,Context
13,315,ἐσσύμενος,ἐσσύμενον,ADJ,Acc,Sing,Masc,"οἵ μιν ἅδην ἐλόωσι καὶ ἐσσύμενον πολέμοιο Ἕκτορα Πριαμίδην , καὶ εἰ μάλα καρτερός ἐστιν . [0]"
